Examinee's ID,Which combination of the TOD did you administer?,Examinee's 5-digit zip code,Examinee's age in years,Examinee grade in school,Examinee's gender,PEL,"Is theˇexaminee of Hispanic, Latino, or Spanish origin?",Examinee's race/ethnicity
259009,TOD-S + TOD,30350,10,4,Male,Bachelors degree or higher,No,Black/African American
253018,TOD-S + TOD,82801,13,8,Male,Bachelors degree or higher,No,White
253017,TOD-S + TOD,82801,6,1,Male,Bachelors degree or higher,No,White
259010,TOD-S + TOD,30350,6,1,Female,Some College or associate's degree,No,Black/African American
253016,TOD-S + TOD,82801,8,3,Male,Bachelors degree or higher,No,White
201028,TOD-S + TOD,27041,16,10,Male,Bachelors degree or higher,No,White
201032,TOD-S + TOD,27041,16,11,Female,Bachelors degree or higher,No,White
253015,TOD-S + TOD,82801,10,5,Male,Bachelors degree or higher,No,White
227011,TOD-S + TOD,49301,10,5,Female,Bachelors degree or higher,No,White
261009,TOD-S + TOD,95988,8,2,Male,Bachelors degree or higher,No,White
244038,TOD-S + TOD,7305,12,6,Male,Did not complete high school,Yes,White
221018,TOD-S + TOD,13203,16,10,Female,HS_grad,No,Black/African American
243016,TOD-S + TOD,40214,36,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,White
243015,TOD-S + TOD,40214,37,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
209012,TOD-S + TOD,85714,22,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,Yes,White
268002,TOD-S + TOD,66044,20,College - Junior,Male,Some College or associate's degree,No,White
218013,TOD-S + TOD,80525,17,11,Female,Bachelors degree or higher,No,Black/African American
218025,TOD-S + TOD,80525,50,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,Black/African American
223008,TOD-S + TOD,78538,10,4,Male,Did not complete high school,Yes,White
227019,TOD-S + TOD,49546,40,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
236026,TOD-S + TOD,53142,15,9,Female,Bachelors degree or higher,No,White
236037,TOD-S + TOD,53142,48,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
236031,TOD-S + TOD,53142,17,12,Male,Bachelors degree or higher,No,White
259008,TOD-S + TOD,30039,15,9,Female,HS_grad,No,Black/African American
259007,TOD-S + TOD,30039,16,11,Male,Bachelors degree or higher,No,Black/African American
222026,TOD-S + TOD,37711,16,10,Male,HS_grad,No,White
222025,TOD-S + TOD,37711,49,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
259006,TOD-S + TOD,30087,14,8,Male,Bachelors degree or higher,No,Black/African American
259005,TOD-S + TOD,30087,10,4,Male,Bachelors degree or higher,No,Black/African American
259004,TOD-S + TOD,30087,7,1,Female,Bachelors degree or higher,No,Black/African American
268001,TOD-S + TOD,66049,28,College - Junior,Male,Some College or associate's degree,No,White
258008,TOD-S + TOD,94042,23,College - Freshman,Female,Some College or associate's degree,No,Asian
201023,TOD-S + TOD,27106,11,6,Female,Bachelors degree or higher,No,White
228005,TOD-S + TOD,64014,47,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
228007,TOD-S + TOD,64014,12,6,Male,Did not complete high school,No,White
228001,TOD-S + TOD,64015,49,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
228006,TOD-S + TOD,64014,18,12,Male,HS_grad,No,White
201042,TOD-S + TOD,28590,28,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
241026,TOD-S + TOD-E,48197,5,K,Male,Bachelors degree or higher,Yes,Other / Multiracial
214040,TOD-S + TOD,76643,10,4,Female,Some College or associate's degree,No,White
214039,TOD-S + TOD-E,76643,8,2,Female,Some College or associate's degree,No,White
248023,TOD-S + TOD,89002,14,8,Female,Some College or associate's degree,No,White
214038,TOD-S + TOD,76643,34,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
214037,TOD-S + TOD,76712,32,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
209011,TOD-S + TOD,85719,23,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,Yes,White
258007,TOD-S + TOD,94903,17,12,Male,Did not complete high school,Yes,Other / Multiracial
208016,TOD-S + TOD,30345,9,4,Female,Bachelors degree or higher,No,Black/African American
208015,TOD-S + TOD,30345,15,9,Male,HS_grad,No,Black/African American
201814,TOD-S + TOD,30045,5,K,Male,Bachelors degree or higher,No,Black/African American
223011,TOD-S + TOD,78538,12,8,Female,Did not complete high school,Yes,White
223004,TOD-S + TOD,78538,8,2,Male,Did not complete high school,Yes,White
211005,TOD-S + TOD,64133,32,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
244013,TOD-S + TOD,7305,8,2,Male,HS_grad,No,Black/African American
244046,TOD-S + TOD,7305,12,7,Female,Did not complete high school,Yes,White
265003,TOD-S + TOD,48237,12,6,Female,Bachelors degree or higher,No,White
240015,TOD-S + TOD,74563,12,6,Female,HS_grad,No,White
221017,TOD-S + TOD,13203,16,10,Female,HS_grad,No,Black/African American
240016,TOD-S + TOD,74563,18,12,Female,HS_grad,No,American Indian/Alaska Native
265005,TOD-S + TOD,48237,11,6,Female,HS_grad,No,White
221016,TOD-S + TOD,13203,15,9,Female,HS_grad,No,Black/African American
221015,TOD-S + TOD,13203,18,12,Female,HS_grad,No,Black/African American
258006,TOD-S + TOD,94050,22,College - Sophomore,Female,Some College or associate's degree,No,White
242010,TOD-S + TOD,91354,17,12,Male,Bachelors degree or higher,Yes,Other / Multiracial
203003,TOD-S + TOD-E,57106,8,2,Female,Bachelors degree or higher,No,White
203013,TOD-S + TOD,57016,10,5,Female,Bachelors degree or higher,Yes,White
203016,TOD-S + TOD,57069,13,7,Male,Bachelors degree or higher,No,White
203024,TOD-S + TOD,57069,45,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
203005,TOD-S + TOD-E,57069,7,2,Female,Bachelors degree or higher,No,White
227006,TOD-S + TOD,49301,9,3,Female,Bachelors degree or higher,No,White
264023,TOD-S + TOD,37840,15,9,Male,Bachelors degree or higher,No,White
264022,TOD-S + TOD,37840,11,6,Male,Bachelors degree or higher,No,White
264021,TOD-S + TOD,37840,12,6,Male,Bachelors degree or higher,No,White
261008,TOD-S + TOD,95987,8,2,Female,Some College or associate's degree,No,White
261007,TOD-S + TOD,95955,8,3,Female,Bachelors degree or higher,No,White
207010,TOD-S + TOD,60653,8,3,Male,Some College or associate's degree,No,Black/African American
207009,TOD-S + TOD,60620,8,3,Female,Bachelors degree or higher,No,Black/African American
209010,TOD-S + TOD,85718,71,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
252001,TOD-S + TOD,99344,9,3,Female,Bachelors degree or higher,Yes,Other / Multiracial
212028,TOD-S + TOD,60643,18,12,Female,HS_grad,No,Black/African American
212024,TOD-S + TOD,60643,17,11,Male,HS_grad,No,Black/African American
205026,TOD-S + TOD,20878,21,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
241022,TOD-S + TOD,48111,9,4,Male,Bachelors degree or higher,No,Black/African American
241023,TOD-S + TOD-E,48111,6,K,Male,Bachelors degree or higher,No,White
265004,TOD-S + TOD,48070,13,8,Female,Bachelors degree or higher,No,White
205023,TOD-S + TOD,20878,9,3,Male,Bachelors degree or higher,No,White
262010,TOD-S + TOD,47129,9,5,Female,Bachelors degree or higher,No,White
262009,TOD-S + TOD,47129,7,2,Male,Bachelors degree or higher,No,Black/African American
226051,TOD-S + TOD,46037,15,9,Female,Bachelors degree or higher,No,White
226050,TOD-S + TOD,46037,15,9,Male,HS_grad,No,White
226049,TOD-S + TOD,46037,12,6,Female,Bachelors degree or higher,No,White
226048,TOD-S + TOD,46037,12,6,Female,Bachelors degree or higher,No,White
262008,TOD-S + TOD,47129,6,1,Female,Bachelors degree or higher,No,White
236036,TOD-S + TOD,53140,18,College - Freshman,Female,Bachelors degree or higher,Yes,Other / Multiracial
236049,TOD-S + TOD,60051,22,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,Black/African American
203009,TOD-S + TOD,57069,10,5,Female,Bachelors degree or higher,No,White
259003,TOD-S + TOD,30022,11,5,Female,Bachelors degree or higher,No,Black/African American
204003,TOD-S + TOD,39507,19,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,White
205028,TOD-S + TOD-E,20878,6,1,Male,Bachelors degree or higher,Yes,White
206008,TOD-S + TOD,1527,12,6,Male,Bachelors degree or higher,No,White
205015,TOD-S + TOD,20854,54,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
228004,TOD-S + TOD,64015,17,12,Female,HS_grad,No,White
261002,TOD-S + TOD,95955,8,3,Female,Some College or associate's degree,Yes,White
261001,TOD-S + TOD,95955,9,3,Male,Some College or associate's degree,Yes,White
206012,TOD-S + TOD,1612,25,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
206021,TOD-S + TOD,1537,59,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
253014,TOD-S + TOD,82833,16,11,Male,Bachelors degree or higher,No,White
201047,TOD-S + TOD,27041,44,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
253013,TOD-S + TOD,82801,11,6,Male,Bachelors degree or higher,No,White
253012,TOD-S + TOD,82833,10,5,Male,Bachelors degree or higher,No,White
232004,TOD-S + TOD-E,91355,8,2,Male,Some College or associate's degree,Yes,American Indian/Alaska Native
221014,TOD-S + TOD,13203,15,9,Female,HS_grad,No,Black/African American
201029,TOD-S + TOD,27021,19,College - Sophomore,Female,Some College or associate's degree,No,White
223020,TOD-S + TOD,78538,14,8,Female,Did not complete high school,Yes,White
264020,TOD-S + TOD,37938,15,10,Female,Bachelors degree or higher,No,White
264019,TOD-S + TOD,37938,14,8,Female,Bachelors degree or higher,No,White
264018,TOD-S + TOD,37914,11,6,Male,Bachelors degree or higher,No,White
223012,TOD-S + TOD,78538,10,4,Male,Did not complete high school,Yes,White
253011,TOD-S + TOD,82833,12,7,Male,Bachelors degree or higher,No,White
261006,TOD-S + TOD,95932,8,2,Female,Some College or associate's degree,No,White
261004,TOD-S + TOD,95955,18,12,Female,Bachelors degree or higher,No,White
258005,TOD-S + TOD,94061,59,Not Applicable / NOT IN SCHOOL,Male,HS_grad,Yes,Other / Multiracial
259002,TOD-S + TOD,30350,13,7,Male,Bachelors degree or higher,No,Black/African American
259001,TOD-S + TOD,30075,13,7,Male,Bachelors degree or higher,No,White
262003,TOD-S + TOD,40220,12,7,Male,Bachelors degree or higher,No,White
253010,TOD-S + TOD,82801,12,7,Female,Bachelors degree or higher,No,White
201022,TOD-S + TOD,27021,11,5,Female,Bachelors degree or higher,No,White
253009,TOD-S + TOD,82833,7,2,Female,Bachelors degree or higher,No,White
234051,TOD-S + TOD,6610,11,6,Male,HS_grad,Yes,Black/African American
221012,TOD-S + TOD,13203,15,9,Female,HS_grad,No,Black/African American
218011,TOD-S + TOD,80525,17,11,Female,HS_grad,No,White
203025,TOD-S + TOD,57069,67,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
253008,TOD-S + TOD,82801,6,2,Female,Bachelors degree or higher,No,White
238002,TOD-S + TOD-E,67003,7,1,Female,Bachelors degree or higher,No,White
264017,TOD-S + TOD,37939,13,8,Female,Bachelors degree or higher,No,White
223016,TOD-S + TOD,78538,11,5,Male,Did not complete high school,Yes,White
264016,TOD-S + TOD,37938,23,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
253007,TOD-S + TOD,82801,18,College - Sophomore,Female,Some College or associate's degree,No,White
223006,TOD-S + TOD,78538,9,3,Male,Did not complete high school,Yes,White
258004,TOD-S + TOD,94063,24,College - Sophomore,Male,Some College or associate's degree,No,White
214029,TOD-S + TOD,76708,12,6,Female,Bachelors degree or higher,No,White
214028,TOD-S + TOD,76708,12,8,Male,Bachelors degree or higher,No,White
214036,TOD-S + TOD,76643,46,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,Yes,Other / Multiracial
214035,TOD-S + TOD,76710,16,9,Female,Bachelors degree or higher,Yes,Other / Multiracial
214034,TOD-S + TOD,76633,15,9,Female,Some College or associate's degree,No,White
214033,TOD-S + TOD-E,76712,6,K,Female,Bachelors degree or higher,No,White
222024,TOD-S + TOD,37921,24,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,Black/African American
253006,TOD-S + TOD,82801,7,2,Female,Bachelors degree or higher,No,White
253005,TOD-S + TOD,82801,9,4,Male,Bachelors degree or higher,No,White
205016,TOD-S + TOD,20832,13,7,Female,Bachelors degree or higher,No,White
253004,TOD-S + TOD,82801,9,5,Female,Bachelors degree or higher,No,White
255007,TOD-S + TOD,29483,15,9,Male,HS_grad,No,White
254022,TOD-S + TOD,37849,11,5,Male,Bachelors degree or higher,Yes,Other / Multiracial
254021,TOD-S + TOD,37849,11,5,Female,HS_grad,No,Asian
254020,TOD-S + TOD,37849,10,5,Female,HS_grad,No,Asian
254018,TOD-S + TOD,37849,9,4,Female,Bachelors degree or higher,No,White
254017,TOD-S + TOD,37849,10,4,Male,HS_grad,No,Black/African American
254016,TOD-S + TOD,37849,10,4,Female,Bachelors degree or higher,No,White
254015,TOD-S + TOD,37849,9,4,Female,Some College or associate's degree,No,White
254013,TOD-S + TOD,37849,8,3,Male,Some College or associate's degree,No,White
254014,TOD-S + TOD,37849,9,3,Male,Bachelors degree or higher,No,White
254012,TOD-S + TOD,37849,9,3,Female,HS_grad,No,Asian
254011,TOD-S + TOD,37849,9,3,Female,Some College or associate's degree,No,White
254010,TOD-S + TOD,37849,8,2,Female,Bachelors degree or higher,No,Asian
254009,TOD-S + TOD,37849,8,2,Female,HS_grad,No,Asian
254008,TOD-S + TOD,37849,8,2,Female,HS_grad,No,White
254007,TOD-S + TOD,37849,7,2,Female,Bachelors degree or higher,No,White
261005,TOD-S + TOD,95955,20,College - Sophomore,Female,Some College or associate's degree,No,White
254006,TOD-S + TOD,37849,8,2,Male,Bachelors degree or higher,No,White
254005,TOD-S + TOD,37849,7,1,Male,Bachelors degree or higher,No,White
254004,TOD-S + TOD,37849,7,1,Male,HS_grad,No,Black/African American
254003,TOD-S + TOD,37849,7,1,Male,HS_grad,No,White
254002,TOD-S + TOD,37849,7,1,Female,Some College or associate's degree,No,White
254001,TOD-S + TOD,37849,7,1,Female,Did not complete high school,No,Asian
240006,TOD-S + TOD,74944,9,3,Female,Bachelors degree or higher,No,American Indian/Alaska Native
240008,TOD-S + TOD,74578,6,1,Male,HS_grad,No,American Indian/Alaska Native
243011,TOD-S + TOD,40245,16,10,Female,HS_grad,No,Black/African American
226047,TOD-S + TOD,46032,9,3,Female,Bachelors degree or higher,No,White
226043,TOD-S + TOD,46032,9,3,Female,Bachelors degree or higher,No,White
226046,TOD-S + TOD,46220,10,4,Female,Bachelors degree or higher,No,White
226042,TOD-S + TOD,46208,9,4,Male,Bachelors degree or higher,No,White
260013,TOD-S + TOD,19701,10,4,Male,Bachelors degree or higher,No,Other / Multiracial
260014,TOD-S + TOD,19701,7,2,Female,Bachelors degree or higher,No,Other / Multiracial
226044,TOD-S + TOD,46032,10,4,Male,Bachelors degree or higher,No,White
226045,TOD-S + TOD,46240,8,2,Male,Bachelors degree or higher,No,White
226040,TOD-S + TOD,46260,10,4,Male,Bachelors degree or higher,No,White
226041,TOD-S + TOD,46240,10,3,Female,Bachelors degree or higher,No,White
226039,TOD-S + TOD,46260,9,4,Male,Bachelors degree or higher,No,White
236038,TOD-S + TOD,53158,50,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
243004,TOD-S + TOD,40223,13,8,Female,Bachelors degree or higher,No,White
243013,TOD-S + TOD,40223,15,9,Male,Bachelors degree or higher,No,White
234040,TOD-S + TOD,6610,10,4,Male,Some College or associate's degree,No,Black/African American
202003,TOD-S + TOD,27530,17,12,Male,HS_grad,No,Black/African American
207007,TOD-S + TOD-E,60628,6,1,Male,HS_grad,No,Black/African American
207006,TOD-S + TOD-E,60643,7,1,Male,HS_grad,No,Black/African American
232009,TOD-S + TOD,91354,11,5,Male,Some College or associate's degree,No,Other / Multiracial
209008,TOD-S + TOD,85718,17,12,Female,Bachelors degree or higher,No,Asian
210006,TOD-S + TOD,78574,59,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,Yes,White
214030,TOD-S + TOD,76708,36,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,Yes,Other / Multiracial
210005,TOD-S + TOD,78574,61,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,Yes,White
214031,TOD-S + TOD,76707,8,3,Male,Bachelors degree or higher,No,White
209007,TOD-S + TOD,85718,16,11,Female,Bachelors degree or higher,No,Asian
210004,TOD-S + TOD,78577,27,Not Applicable / NOT IN SCHOOL,Female,HS_grad,Yes,White
214032,TOD-S + TOD,76712,9,3,Male,Bachelors degree or higher,No,White
210003,TOD-S + TOD,78577,26,Not Applicable / NOT IN SCHOOL,Male,Did not complete high school,Yes,White
210002,TOD-S + TOD,78577,26,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,Yes,White
262005,TOD-S + TOD,40220,8,4,Male,Bachelors degree or higher,No,White
210001,TOD-S + TOD-E,78573,7,1,Male,Bachelors degree or higher,Yes,White
262007,TOD-S + TOD,40220,11,6,Male,Bachelors degree or higher,No,White
262006,TOD-S + TOD,40220,10,5,Male,Bachelors degree or higher,No,White
236013,TOD-S + TOD,53177,10,4,Male,Bachelors degree or higher,No,White
236003,TOD-S + TOD,53177,6,1,Female,Bachelors degree or higher,No,White
236029,TOD-S + TOD,53177,13,7,Female,Bachelors degree or higher,No,White
236041,TOD-S + TOD,53177,9,4,Female,Bachelors degree or higher,No,White
265002,TOD-S + TOD,48072,12,6,Female,HS_grad,No,White
204007,TOD-S + TOD,39532,12,6,Female,Bachelors degree or higher,No,White
202002,TOD-S + TOD,27893,18,12,Female,Some College or associate's degree,No,Black/African American
202001,TOD-S + TOD,27530,18,12,Female,Bachelors degree or higher,No,Black/African American
207008,TOD-S + TOD-E,60629,8,2,Male,Did not complete high school,Yes,White
265001,TOD-S + TOD,48237,12,7,Female,Bachelors degree or higher,No,White
212027,TOD-S + TOD,60643,18,12,Female,HS_grad,No,Black/African American
234039,TOD-S + TOD,6610,10,4,Female,Some College or associate's degree,Yes,Black/African American
207005,TOD-S + TOD-E,60628,7,1,Male,HS_grad,No,Black/African American
221011,TOD-S + TOD,13204,17,11,Female,Did not complete high school,No,Black/African American
207004,TOD-S + TOD-E,60628,6,1,Male,HS_grad,Yes,White
207003,TOD-S + TOD-E,60628,7,1,Male,Some College or associate's degree,No,Black/African American
234043,TOD-S + TOD,6610,11,6,Male,Did not complete high school,Yes,White
262001,TOD-S + TOD,40220,9,4,Male,Bachelors degree or higher,No,White
262004,TOD-S + TOD,40220,6,1,Female,Bachelors degree or higher,No,White
214023,TOD-S + TOD,76712,39,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
214022,TOD-S + TOD,76712,37,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
214026,TOD-S + TOD,76643,37,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
214027,TOD-S + TOD-E,76706,8,2,Female,Bachelors degree or higher,No,White
214025,TOD-S + TOD-E,76710,6,K,Female,Bachelors degree or higher,No,White
214024,TOD-S + TOD,76712,12,6,Female,Bachelors degree or higher,No,White
214021,TOD-S + TOD,76712,9,3,Male,Bachelors degree or higher,No,Other / Multiracial
264015,TOD-S + TOD,37721,18,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,White
264014,TOD-S + TOD,37721,17,11,Female,Bachelors degree or higher,No,White
264013,TOD-S + TOD,37721,15,10,Female,Bachelors degree or higher,No,White
265-001,TOD-S + TOD-E,48237,12,7,Female,Bachelors degree or higher,No,White
221010,TOD-S + TOD,13203,19,12,Female,HS_grad,No,Black/African American
205018,TOD-S + TOD,20878,8,3,Male,Did not complete high school,Yes,Other / Multiracial
260012,TOD-S + TOD,19701,8,2,Female,Did not complete high school,No,White
260011,TOD-S + TOD,19701,25,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
234037,TOD-S + TOD,6610,9,4,Female,HS_grad,No,Black/African American
232003,TOD-S + TOD-E,91355,6,K,Female,Some College or associate's degree,Yes,White
232002,TOD-S + TOD,91355,10,5,Female,Some College or associate's degree,Yes,White
218024,TOD-S + TOD,80550,43,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,Asian
201030,TOD-S + TOD,27021,18,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
205011,TOD-S + TOD,20850,44,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
239023,TOD-S + TOD,15085,51,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
255006,TOD-S + TOD,29483,12,6,Male,HS_grad,No,White
264012,TOD-S + TOD,37920,7,2,Female,Bachelors degree or higher,No,White
264011,TOD-S + TOD,37920,14,8,Male,Bachelors degree or higher,No,White
264010,TOD-S + TOD,37920,17,11,Male,Bachelors degree or higher,No,White
201020,TOD-S + TOD,27021,9,4,Female,Bachelors degree or higher,No,White
253003,TOD-S + TOD,82801,12,7,Male,Bachelors degree or higher,No,White
217020,TOD-S + TOD,6002,10,5,Male,HS_grad,No,Black/African American
204001,TOD-S + TOD-E,70003,8,2,Female,Bachelors degree or higher,No,White
204008,TOD-S + TOD,70003,37,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
217024,TOD-S + TOD,1077,32,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
217026,TOD-S + TOD,1077,34,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,White
217025,TOD-S + TOD,1077,34,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
217027,TOD-S + TOD,1077,54,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
217017,TOD-S + TOD,1077,9,3,Male,Bachelors degree or higher,No,White
217023,TOD-S + TOD,1077,30,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
203007,TOD-S + TOD,57069,10,4,Male,Bachelors degree or higher,No,White
262002,TOD-S + TOD,40220,14,9,Male,Bachelors degree or higher,No,White
209006,TOD-S + TOD,85716,23,College - Senior,Female,Bachelors degree or higher,No,White
260010,TOD-S + TOD-E,19701,12,7,Male,Bachelors degree or higher,No,White
260009,TOD-S + TOD,19701,9,3,Female,Did not complete high school,No,White
232013,TOD-S + TOD,91355,16,11,Male,Bachelors degree or higher,No,White
260008,TOD-S + TOD,19701,25,College - Freshman,Female,HS_grad,No,White
260006,TOD-S + TOD,19701,11,5,Male,Bachelors degree or higher,No,White
205017,TOD-S + TOD,20878,8,3,Female,Bachelors degree or higher,No,White
201033,TOD-S + TOD,27021,61,College - Senior,Female,Bachelors degree or higher,No,White
201043,TOD-S + TOD,28590,28,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
201041,TOD-S + TOD,28590,30,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
264009,TOD-S + TOD,37909,19,College - Freshman,Male,Some College or associate's degree,No,White
218017,TOD-S + TOD,80550,30,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,Yes,Other / Multiracial
218004,TOD-S + TOD,80550,9,4,Male,Did not complete high school,Yes,Other / Multiracial
249005,TOD-S + TOD,40205,19,College - Sophomore,Female,Bachelors degree or higher,No,White
249004,TOD-S + TOD,40014,12,5,Female,Bachelors degree or higher,No,White
249003,TOD-S + TOD,40014,14,5,Female,Bachelors degree or higher,No,White
249002,TOD-S + TOD,40014,14,6,Male,Bachelors degree or higher,No,White
212031,TOD-S + TOD,60643,27,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,Black/African American
239022,TOD-S + TOD,15605,8,2,Female,Some College or associate's degree,No,White
239021,TOD-S + TOD,15605,7,1,Female,Bachelors degree or higher,No,White
232039,TOD-S + TOD,91354,52,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
239020,TOD-S + TOD,15642,16,10,Female,Bachelors degree or higher,No,White
239019,TOD-S + TOD,15601,9,4,Female,Some College or associate's degree,No,White
205020,TOD-S + TOD,20901,12,7,Female,Bachelors degree or higher,No,Black/African American
249001,TOD-S + TOD,40207,20,College - Junior,Female,Some College or associate's degree,No,White
232025,TOD-S + TOD-E,91387,5,K,Female,Bachelors degree or higher,No,White
209005,TOD-S + TOD,85705,23,College - Junior,Female,Some College or associate's degree,No,White
209004,TOD-S + TOD,85705,23,College - Senior,Female,Some College or associate's degree,No,White
253002,TOD-S + TOD,82801,6,1,Male,Bachelors degree or higher,Yes,White
222023,TOD-S + TOD,37923,8,2,Female,Bachelors degree or higher,No,White
231050,TOD-S + TOD,39401,18,12,Female,Bachelors degree or higher,No,White
231049,TOD-S + TOD,39402,20,12,Female,Bachelors degree or higher,No,White
264008,TOD-S + TOD,37923,12,6,Male,Bachelors degree or higher,No,White
231048,TOD-S + TOD,39440,18,12,Male,Bachelors degree or higher,No,Black/African American
231047,TOD-S + TOD,39402,17,11,Female,Bachelors degree or higher,No,White
264007,TOD-S + TOD,37923,14,8,Male,Bachelors degree or higher,No,White
231046,TOD-S + TOD,39402,16,10,Male,Bachelors degree or higher,No,White
231045,TOD-S + TOD,39465,16,10,Male,Bachelors degree or higher,No,White
231044,TOD-S + TOD,39401,14,9,Male,Bachelors degree or higher,No,Black/African American
220021,TOD-S + TOD,60423,9,3,Male,Some College or associate's degree,No,Black/African American
231043,TOD-S + TOD,39401,14,9,Male,Bachelors degree or higher,No,White
231042,TOD-S + TOD,39402,14,9,Male,Bachelors degree or higher,No,Black/African American
220020,TOD-S + TOD,60423,9,3,Male,HS_grad,No,Black/African American
220019,TOD-S + TOD,60423,9,3,Male,Some College or associate's degree,No,Black/African American
231041,TOD-S + TOD,39402,13,8,Male,Bachelors degree or higher,No,Black/African American
220018,TOD-S + TOD,60423,9,3,Male,Some College or associate's degree,No,Black/African American
231040,TOD-S + TOD,39441,13,7,Male,Bachelors degree or higher,No,Black/African American
220017,TOD-S + TOD,60423,8,3,Male,Some College or associate's degree,No,Black/African American
231039,TOD-S + TOD,39401,13,7,Male,Bachelors degree or higher,No,White
231038,TOD-S + TOD-E,49403,13,7,Male,Bachelors degree or higher,No,White
220016,TOD-S + TOD,60423,9,3,Male,Some College or associate's degree,No,Black/African American
220015,TOD-S + TOD-E,60423,7,2,Male,Some College or associate's degree,No,Black/African American
220014,TOD-S + TOD-E,60423,7,2,Male,Some College or associate's degree,No,Black/African American
220013,TOD-S + TOD-E,60423,7,2,Male,Some College or associate's degree,No,Black/African American
232014,TOD-S + TOD,93543,12,7,Female,Did not complete high school,Yes,American Indian/Alaska Native
220012,TOD-S + TOD-E,60423,8,2,Male,Some College or associate's degree,No,Black/African American
220011,TOD-S + TOD-E,60423,7,2,Male,Some College or associate's degree,No,Black/African American
220010,TOD-S + TOD-E,60423,6,1,Male,Some College or associate's degree,No,Black/African American
220009,TOD-S + TOD-E,60423,7,1,Male,Bachelors degree or higher,No,Black/African American
220008,TOD-S + TOD-E,60423,7,1,Female,HS_grad,No,Black/African American
220007,TOD-S + TOD-E,60423,6,1,Female,HS_grad,No,Black/African American
232027,TOD-S + TOD,91387,9,3,Female,Bachelors degree or higher,No,White
220006,TOD-S + TOD-E,60423,6,1,Male,HS_grad,No,Black/African American
241020,TOD-S + TOD,48111,9,4,Female,Bachelors degree or higher,No,Other / Multiracial
205013,TOD-S + TOD-E,20854,6,K,Male,Bachelors degree or higher,No,White
