norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,risk
grade,ersiw,357,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,358,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,359,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,360,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,361,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,362,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,363,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,364,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,365,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,366,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,367,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,368,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,369,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,370,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,371,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,372,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,373,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,374,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,375,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,376,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,377,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,378,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,379,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,380,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,381,52,47 - 57,46 - 58,0.1,Significantly Below Average,
grade,ersiw,382,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiw,383,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiw,384,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiw,385,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiw,386,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiw,387,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,388,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,389,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,390,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,391,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,392,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,393,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,394,70,65 - 75,64 - 76,2,Well Below Average,
grade,ersiw,395,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,396,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,397,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,398,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,399,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,400,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,401,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,402,72,67 - 77,66 - 78,3,Well Below Average,
grade,ersiw,403,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiw,404,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiw,405,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiw,406,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,407,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,408,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,409,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,410,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,411,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,412,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,413,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,414,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiw,415,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiw,416,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiw,417,78,73 - 83,72 - 84,7,Well Below Average,
grade,ersiw,418,78,73 - 83,72 - 84,7,Well Below Average,
grade,ersiw,419,78,73 - 83,72 - 84,7,Well Below Average,
grade,ersiw,420,78,73 - 83,72 - 84,7,Well Below Average,
grade,ersiw,421,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiw,422,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiw,423,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiw,424,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiw,425,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiw,426,80,75 - 85,74 - 86,9,Below Average,
grade,ersiw,427,80,75 - 85,74 - 86,9,Below Average,
grade,ersiw,428,80,75 - 85,74 - 86,9,Below Average,
grade,ersiw,429,80,75 - 85,74 - 86,9,Below Average,
grade,ersiw,430,80,75 - 85,74 - 86,9,Below Average,
grade,ersiw,431,80,75 - 85,74 - 86,9,Below Average,
grade,ersiw,432,80,75 - 85,74 - 86,9,Below Average,
grade,ersiw,433,82,77 - 87,76 - 88,12,Below Average,
grade,ersiw,434,82,77 - 87,76 - 88,12,Below Average,
grade,ersiw,435,82,77 - 87,76 - 88,12,Below Average,
grade,ersiw,436,82,77 - 87,76 - 88,12,Below Average,
grade,ersiw,437,82,77 - 87,76 - 88,12,Below Average,
grade,ersiw,438,83,78 - 88,77 - 89,13,Below Average,
grade,ersiw,439,83,78 - 88,77 - 89,13,Below Average,
grade,ersiw,440,83,78 - 88,77 - 89,13,Below Average,
grade,ersiw,441,83,78 - 88,77 - 89,13,Below Average,
grade,ersiw,442,84,79 - 89,78 - 90,14,Below Average,
grade,ersiw,443,84,79 - 89,78 - 90,14,Below Average,
grade,ersiw,444,84,79 - 89,78 - 90,14,Below Average,
grade,ersiw,445,85,80 - 90,79 - 91,16,Below Average,
grade,ersiw,446,85,80 - 90,79 - 91,16,Below Average,
grade,ersiw,447,85,80 - 90,79 - 91,16,Below Average,
grade,ersiw,448,85,80 - 90,79 - 91,16,Below Average,
grade,ersiw,449,86,81 - 91,80 - 92,18,Below Average,
grade,ersiw,450,86,81 - 91,80 - 92,18,Below Average,
grade,ersiw,451,86,81 - 91,80 - 92,18,Below Average,
grade,ersiw,452,86,81 - 91,80 - 92,18,Below Average,
grade,ersiw,453,87,82 - 92,81 - 93,19,Below Average,
grade,ersiw,454,87,82 - 92,81 - 93,19,Below Average,
grade,ersiw,455,87,82 - 92,81 - 93,19,Below Average,
grade,ersiw,456,87,82 - 92,81 - 93,19,Below Average,
grade,ersiw,457,88,83 - 93,82 - 94,21,Below Average,
grade,ersiw,458,88,83 - 93,82 - 94,21,Below Average,
grade,ersiw,459,88,83 - 93,82 - 94,21,Below Average,
grade,ersiw,460,88,83 - 93,82 - 94,21,Below Average,
grade,ersiw,461,89,84 - 94,83 - 95,23,Below Average,
grade,ersiw,462,89,84 - 94,83 - 95,23,Below Average,
grade,ersiw,463,89,84 - 94,83 - 95,23,Below Average,
grade,ersiw,464,89,84 - 94,83 - 95,23,Below Average,
grade,ersiw,465,90,85 - 95,84 - 96,25,Average,
grade,ersiw,466,90,85 - 95,84 - 96,25,Average,
grade,ersiw,467,90,85 - 95,84 - 96,25,Average,
grade,ersiw,468,90,85 - 95,84 - 96,25,Average,
grade,ersiw,469,91,86 - 96,85 - 97,27,Average,
grade,ersiw,470,91,86 - 96,85 - 97,27,Average,
grade,ersiw,471,91,86 - 96,85 - 97,27,Average,
grade,ersiw,472,91,86 - 96,85 - 97,27,Average,
grade,ersiw,473,92,87 - 97,86 - 98,30,Average,
grade,ersiw,474,92,87 - 97,86 - 98,30,Average,
grade,ersiw,475,92,87 - 97,86 - 98,30,Average,
grade,ersiw,476,92,87 - 97,86 - 98,30,Average,
grade,ersiw,477,93,88 - 98,87 - 99,32,Average,
grade,ersiw,478,93,88 - 98,87 - 99,32,Average,
grade,ersiw,479,93,88 - 98,87 - 99,32,Average,
grade,ersiw,480,94,89 - 99,88 - 100,34,Average,
grade,ersiw,481,94,89 - 99,88 - 100,34,Average,
grade,ersiw,482,94,89 - 99,88 - 100,34,Average,
grade,ersiw,483,94,89 - 99,88 - 100,34,Average,
grade,ersiw,484,95,90 - 100,89 - 101,37,Average,
grade,ersiw,485,95,90 - 100,89 - 101,37,Average,
grade,ersiw,486,95,90 - 100,89 - 101,37,Average,
grade,ersiw,487,95,90 - 100,89 - 101,37,Average,
grade,ersiw,488,96,91 - 101,90 - 102,39,Average,
grade,ersiw,489,96,91 - 101,90 - 102,39,Average,
grade,ersiw,490,96,91 - 101,90 - 102,39,Average,
grade,ersiw,491,96,91 - 101,90 - 102,39,Average,
grade,ersiw,492,97,92 - 102,91 - 103,42,Average,
grade,ersiw,493,97,92 - 102,91 - 103,42,Average,
grade,ersiw,494,97,92 - 102,91 - 103,42,Average,
grade,ersiw,495,97,92 - 102,91 - 103,42,Average,
grade,ersiw,496,98,93 - 103,92 - 104,45,Average,
grade,ersiw,497,98,93 - 103,92 - 104,45,Average,
grade,ersiw,498,98,93 - 103,92 - 104,45,Average,
grade,ersiw,499,98,93 - 103,92 - 104,45,Average,
grade,ersiw,500,99,94 - 104,93 - 105,47,Average,
grade,ersiw,501,99,94 - 104,93 - 105,47,Average,
grade,ersiw,502,99,94 - 104,93 - 105,47,Average,
grade,ersiw,503,99,94 - 104,93 - 105,47,Average,
grade,ersiw,504,100,95 - 105,94 - 106,50,Average,
grade,ersiw,505,100,95 - 105,94 - 106,50,Average,
grade,ersiw,506,100,95 - 105,94 - 106,50,Average,
grade,ersiw,507,100,95 - 105,94 - 106,50,Average,
grade,ersiw,508,101,96 - 106,95 - 107,53,Average,
grade,ersiw,509,101,96 - 106,95 - 107,53,Average,
grade,ersiw,510,101,96 - 106,95 - 107,53,Average,
grade,ersiw,511,101,96 - 106,95 - 107,53,Average,
grade,ersiw,512,102,97 - 107,96 - 108,55,Average,
grade,ersiw,513,102,97 - 107,96 - 108,55,Average,
grade,ersiw,514,102,97 - 107,96 - 108,55,Average,
grade,ersiw,515,102,97 - 107,96 - 108,55,Average,
grade,ersiw,516,103,98 - 108,97 - 109,58,Average,
grade,ersiw,517,103,98 - 108,97 - 109,58,Average,
grade,ersiw,518,103,98 - 108,97 - 109,58,Average,
grade,ersiw,519,103,98 - 108,97 - 109,58,Average,
grade,ersiw,520,104,99 - 109,98 - 110,61,Average,
grade,ersiw,521,104,99 - 109,98 - 110,61,Average,
grade,ersiw,522,104,99 - 109,98 - 110,61,Average,
grade,ersiw,523,104,99 - 109,98 - 110,61,Average,
grade,ersiw,524,105,100 - 110,99 - 111,63,Average,
grade,ersiw,525,105,100 - 110,99 - 111,63,Average,
grade,ersiw,526,105,100 - 110,99 - 111,63,Average,
grade,ersiw,527,105,100 - 110,99 - 111,63,Average,
grade,ersiw,528,106,101 - 111,100 - 112,66,Average,
grade,ersiw,529,106,101 - 111,100 - 112,66,Average,
grade,ersiw,530,106,101 - 111,100 - 112,66,Average,
grade,ersiw,531,106,101 - 111,100 - 112,66,Average,
grade,ersiw,532,107,102 - 112,101 - 113,68,Average,
grade,ersiw,533,107,102 - 112,101 - 113,68,Average,
grade,ersiw,534,107,102 - 112,101 - 113,68,Average,
grade,ersiw,535,107,102 - 112,101 - 113,68,Average,
grade,ersiw,536,107,102 - 112,101 - 113,68,Average,
grade,ersiw,537,107,102 - 112,101 - 113,68,Average,
grade,ersiw,538,108,103 - 113,102 - 114,70,Average,
grade,ersiw,539,108,103 - 113,102 - 114,70,Average,
grade,ersiw,540,109,104 - 114,103 - 115,73,Average,
grade,ersiw,541,109,104 - 114,103 - 115,73,Average,
grade,ersiw,542,109,104 - 114,103 - 115,73,Average,
grade,ersiw,543,109,104 - 114,103 - 115,73,Average,
grade,ersiw,544,110,105 - 115,104 - 116,75,Above Average,
grade,ersiw,545,110,105 - 115,104 - 116,75,Above Average,
grade,ersiw,546,110,105 - 115,104 - 116,75,Above Average,
grade,ersiw,547,110,105 - 115,104 - 116,75,Above Average,
grade,ersiw,548,111,106 - 116,105 - 117,77,Above Average,
grade,ersiw,549,111,106 - 116,105 - 117,77,Above Average,
grade,ersiw,550,111,106 - 116,105 - 117,77,Above Average,
grade,ersiw,551,111,106 - 116,105 - 117,77,Above Average,
grade,ersiw,552,111,106 - 116,105 - 117,77,Above Average,
grade,ersiw,553,112,107 - 117,106 - 118,79,Above Average,
grade,ersiw,554,112,107 - 117,106 - 118,79,Above Average,
grade,ersiw,555,112,107 - 117,106 - 118,79,Above Average,
grade,ersiw,556,113,108 - 118,107 - 119,81,Above Average,
grade,ersiw,557,113,108 - 118,107 - 119,81,Above Average,
grade,ersiw,558,113,108 - 118,107 - 119,81,Above Average,
grade,ersiw,559,113,108 - 118,107 - 119,81,Above Average,
grade,ersiw,560,113,108 - 118,107 - 119,81,Above Average,
grade,ersiw,561,114,109 - 119,108 - 120,82,Above Average,
grade,ersiw,562,114,109 - 119,108 - 120,82,Above Average,
grade,ersiw,563,114,109 - 119,108 - 120,82,Above Average,
grade,ersiw,564,114,109 - 119,108 - 120,82,Above Average,
grade,ersiw,565,115,110 - 120,109 - 121,84,Above Average,
grade,ersiw,566,115,110 - 120,109 - 121,84,Above Average,
grade,ersiw,567,115,110 - 120,109 - 121,84,Above Average,
grade,ersiw,568,116,111 - 121,110 - 122,86,Above Average,
grade,ersiw,569,116,111 - 121,110 - 122,86,Above Average,
grade,ersiw,570,116,111 - 121,110 - 122,86,Above Average,
grade,ersiw,571,116,111 - 121,110 - 122,86,Above Average,
grade,ersiw,572,117,112 - 122,111 - 123,87,Above Average,
grade,ersiw,573,117,112 - 122,111 - 123,87,Above Average,
grade,ersiw,574,117,112 - 122,111 - 123,87,Above Average,
grade,ersiw,575,117,112 - 122,111 - 123,87,Above Average,
grade,ersiw,576,118,113 - 123,112 - 124,88,Above Average,
grade,ersiw,577,118,113 - 123,112 - 124,88,Above Average,
grade,ersiw,578,118,113 - 123,112 - 124,88,Above Average,
grade,ersiw,579,118,113 - 123,112 - 124,88,Above Average,
grade,ersiw,580,118,113 - 123,112 - 124,88,Above Average,
grade,ersiw,581,119,114 - 124,113 - 125,90,Above Average,
grade,ersiw,582,119,114 - 124,113 - 125,90,Above Average,
grade,ersiw,583,119,114 - 124,113 - 125,90,Above Average,
grade,ersiw,584,119,114 - 124,113 - 125,90,Above Average,
grade,ersiw,585,119,114 - 124,113 - 125,90,Above Average,
grade,ersiw,586,120,115 - 125,114 - 126,91,Well Above Average,
grade,ersiw,587,120,115 - 125,114 - 126,91,Well Above Average,
grade,ersiw,588,120,115 - 125,114 - 126,91,Well Above Average,
grade,ersiw,589,120,115 - 125,114 - 126,91,Well Above Average,
grade,ersiw,590,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,591,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,592,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,593,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,594,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,595,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,596,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,597,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,598,121,116 - 126,115 - 127,92,Well Above Average,
grade,ersiw,599,123,118 - 128,117 - 129,94,Well Above Average,
grade,ersiw,600,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiw,601,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiw,602,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiw,603,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiw,604,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiw,605,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiw,606,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiw,607,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiw,608,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiw,609,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiw,610,126,121 - 130,120 - 130,96,Well Above Average,
grade,ersiw,611,126,121 - 130,120 - 130,96,Well Above Average,
grade,ersiw,612,126,121 - 130,120 - 130,96,Well Above Average,
grade,ersiw,613,126,121 - 130,120 - 130,96,Well Above Average,
grade,ersiw,614,126,121 - 130,120 - 130,96,Well Above Average,
grade,ersiw,615,126,121 - 130,120 - 130,96,Well Above Average,
grade,ersiw,616,128,123 - 130,122 - 130,97,Well Above Average,
grade,ersiw,617,128,123 - 130,122 - 130,97,Well Above Average,
grade,ersiw,618,128,123 - 130,122 - 130,97,Well Above Average,
grade,ersiw,619,129,124 - 130,123 - 130,97,Well Above Average,
grade,ersiw,620,129,124 - 130,123 - 130,97,Well Above Average,
grade,ersiw,621,129,124 - 130,123 - 130,97,Well Above Average,
grade,ersiw,622,129,124 - 130,123 - 130,97,Well Above Average,
grade,ersiw,623,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,624,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,625,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,626,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,627,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,628,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,629,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,630,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,631,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,632,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,633,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,634,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,635,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,636,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,637,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,638,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,639,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,640,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,641,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,642,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,643,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,644,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,645,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,646,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,647,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,648,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,649,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiw,650,130,125 - 130,124 - 130,98,Well Above Average,
grade,ersiq,200,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,201,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,202,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,203,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,204,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,205,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,206,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,207,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,208,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,209,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,210,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,211,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,212,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,213,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,214,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,215,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,216,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,217,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,218,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,219,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,220,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,221,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,222,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,223,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,224,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,225,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,226,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,227,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,228,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,229,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,230,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,231,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,232,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,233,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,234,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,235,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,236,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,237,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,238,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,239,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,240,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,241,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,242,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,243,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,244,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,245,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,246,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,247,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,248,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,249,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,250,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,251,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,252,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,253,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,254,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,255,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,256,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,257,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,258,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,259,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,260,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,261,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,262,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,263,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,264,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,265,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,266,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,267,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,268,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,269,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,270,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,271,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,272,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,273,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,274,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,275,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,276,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,277,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,278,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,279,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,280,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,281,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,282,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,283,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,284,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,285,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,286,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,287,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,288,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,289,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,290,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,291,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,292,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,293,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,294,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,295,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,296,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,297,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,298,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,299,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,300,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,301,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,302,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,303,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,304,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,305,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,306,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,307,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,308,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,309,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,310,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,311,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,312,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,313,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,314,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,315,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,316,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,317,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,318,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,319,63,58 - 68,57 - 69,1,Significantly Below Average,
