test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
ernle,72,77,111,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,112,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,113,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,114,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,115,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,116,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,117,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,118,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,119,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,120,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,0,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,78,83,1,57,48 - 66,46 - 68,0.2,< start age,Significantly Below Average
ernle,78,83,2,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,78,83,3,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,78,83,4,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,78,83,5,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,78,83,6,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,78,83,7,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,78,83,8,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,78,83,9,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,78,83,10,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,78,83,11,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,78,83,12,65,56 - 74,54 - 76,1,< start age,Significantly Below Average
ernle,78,83,13,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,78,83,14,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,78,83,15,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,78,83,16,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,78,83,17,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,78,83,18,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,78,83,19,70,61 - 79,59 - 81,2,< start age,Well Below Average
ernle,78,83,20,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,78,83,21,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,78,83,22,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,78,83,23,73,64 - 82,62 - 84,4,< start age,Well Below Average
ernle,78,83,24,73,64 - 82,62 - 84,4,< start age,Well Below Average
ernle,78,83,25,74,65 - 83,63 - 85,4,< start age,Well Below Average
ernle,78,83,26,75,66 - 84,64 - 86,5,< start age,Well Below Average
ernle,78,83,27,76,67 - 85,65 - 87,5,< start age,Well Below Average
ernle,78,83,28,76,67 - 85,65 - 87,5,< start age,Well Below Average
ernle,78,83,29,77,68 - 86,66 - 88,6,< start age,Well Below Average
ernle,78,83,30,78,69 - 87,67 - 89,7,< start age,Well Below Average
ernle,78,83,31,78,69 - 87,67 - 89,7,< start age,Well Below Average
ernle,78,83,32,79,70 - 88,68 - 90,8,< start age,Well Below Average
ernle,78,83,33,80,71 - 89,69 - 91,9,5:0 to 5:3,Below Average
ernle,78,83,34,81,72 - 90,70 - 92,10,5:0 to 5:3,Below Average
ernle,78,83,35,81,72 - 90,70 - 92,10,5:0 to 5:3,Below Average
ernle,78,83,36,82,73 - 91,71 - 93,12,5:0 to 5:3,Below Average
ernle,78,83,37,83,74 - 92,72 - 94,13,5:0 to 5:3,Below Average
ernle,78,83,38,83,74 - 92,72 - 94,13,5:0 to 5:3,Below Average
ernle,78,83,39,84,75 - 93,73 - 95,14,5:0 to 5:3,Below Average
ernle,78,83,40,85,76 - 94,74 - 96,16,5:0 to 5:3,Below Average
ernle,78,83,41,85,76 - 94,74 - 96,16,5:4 to 5:7,Below Average
ernle,78,83,42,86,77 - 95,75 - 97,18,5:4 to 5:7,Below Average
ernle,78,83,43,87,78 - 96,76 - 98,19,5:4 to 5:7,Below Average
ernle,78,83,44,88,79 - 97,77 - 99,21,5:4 to 5:7,Below Average
ernle,78,83,45,88,79 - 97,77 - 99,21,5:8 to 5:11,Below Average
ernle,78,83,46,89,80 - 98,78 - 100,23,5:8 to 5:11,Below Average
ernle,78,83,47,90,81 - 99,79 - 101,25,5:8 to 5:11,Average
ernle,78,83,48,91,82 - 100,80 - 102,27,5:8 to 5:11,Average
ernle,78,83,49,91,82 - 100,80 - 102,27,5:8 to 5:11,Average
ernle,78,83,50,92,83 - 101,81 - 103,30,5:8 to 5:11,Average
ernle,78,83,51,93,84 - 102,82 - 104,32,6:0 to 6:5,Average
ernle,78,83,52,93,84 - 102,82 - 104,32,6:0 to 6:5,Average
ernle,78,83,53,94,85 - 103,83 - 105,34,6:0 to 6:5,Average
ernle,78,83,54,95,86 - 104,84 - 106,37,6:0 to 6:5,Average
ernle,78,83,55,96,87 - 105,85 - 107,39,6:0 to 6:5,Average
ernle,78,83,56,96,87 - 105,85 - 107,39,6:0 to 6:5,Average
ernle,78,83,57,97,88 - 106,86 - 108,42,6:6 to 6:11,Average
ernle,78,83,58,98,89 - 107,87 - 109,45,6:6 to 6:11,Average
ernle,78,83,59,99,90 - 108,88 - 110,47,6:6 to 6:11,Average
ernle,78,83,60,99,90 - 108,88 - 110,47,6:6 to 6:11,Average
ernle,78,83,61,100,91 - 109,89 - 111,50,6:6 to 6:11,Average
ernle,78,83,62,101,92 - 110,90 - 112,53,6:6 to 6:11,Average
ernle,78,83,63,102,93 - 111,91 - 113,55,6:6 to 6:11,Average
ernle,78,83,64,102,93 - 111,91 - 113,55,6:6 to 6:11,Average
ernle,78,83,65,103,94 - 112,92 - 114,58,6:6 to 6:11,Average
ernle,78,83,66,104,95 - 113,93 - 115,61,7:0 to 7:5,Average
ernle,78,83,67,105,96 - 114,94 - 116,63,7:0 to 7:5,Average
ernle,78,83,68,105,96 - 114,94 - 116,63,7:0 to 7:5,Average
ernle,78,83,69,106,97 - 115,95 - 117,66,7:0 to 7:5,Average
ernle,78,83,70,107,98 - 116,96 - 118,68,7:0 to 7:5,Average
ernle,78,83,71,108,99 - 117,97 - 119,70,7:0 to 7:5,Average
ernle,78,83,72,108,99 - 117,97 - 119,70,7:0 to 7:5,Average
ernle,78,83,73,109,100 - 118,98 - 120,73,7:0 to 7:5,Average
ernle,78,83,74,110,101 - 119,99 - 121,75,7:6 to 7:11,Above Average
ernle,78,83,75,111,102 - 120,100 - 122,77,7:6 to 7:11,Above Average
ernle,78,83,76,112,103 - 121,101 - 123,79,7:6 to 7:11,Above Average
ernle,78,83,77,112,103 - 121,101 - 123,79,7:6 to 7:11,Above Average
ernle,78,83,78,113,104 - 122,102 - 124,81,7:6 to 7:11,Above Average
ernle,78,83,79,114,105 - 123,103 - 125,82,7:6 to 7:11,Above Average
ernle,78,83,80,115,106 - 124,104 - 126,84,8:0 to 8:5,Above Average
ernle,78,83,81,116,107 - 125,105 - 127,86,8:0 to 8:5,Above Average
ernle,78,83,82,117,108 - 126,106 - 128,87,8:0 to 8:5,Above Average
ernle,78,83,83,117,108 - 126,106 - 128,87,8:0 to 8:5,Above Average
ernle,78,83,84,118,109 - 127,107 - 129,88,8:0 to 8:5,Above Average
ernle,78,83,85,119,110 - 128,108 - 130,90,8:0 to 8:5,Above Average
ernle,78,83,86,120,111 - 129,109 - 130,91,8:0 to 8:5,Well Above Average
ernle,78,83,87,121,112 - 130,110 - 130,92,8:0 to 8:5,Well Above Average
ernle,78,83,88,122,113 - 130,111 - 130,93,8:0 to 8:5,Well Above Average
ernle,78,83,89,123,114 - 130,112 - 130,94,8:6 to 9:3,Well Above Average
ernle,78,83,90,123,114 - 130,112 - 130,94,8:6 to 9:3,Well Above Average
ernle,78,83,91,124,115 - 130,113 - 130,95,8:6 to 9:3,Well Above Average
ernle,78,83,92,125,116 - 130,114 - 130,95,8:6 to 9:3,Well Above Average
ernle,78,83,93,126,117 - 130,115 - 130,96,8:6 to 9:3,Well Above Average
ernle,78,83,94,127,118 - 130,116 - 130,96,8:6 to 9:3,Well Above Average
ernle,78,83,95,128,119 - 130,117 - 130,97,8:6 to 9:3,Well Above Average
ernle,78,83,96,129,120 - 130,118 - 130,97,8:6 to 9:3,Well Above Average
ernle,78,83,97,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,78,83,98,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,78,83,99,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,78,83,100,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,101,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,102,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,103,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,104,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,105,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,106,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,107,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,108,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,109,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,110,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,111,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,112,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,113,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,114,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,115,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,116,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,117,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,118,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,119,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,78,83,120,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,0,54,45 - 63,43 - 65,0.1,< start age,Significantly Below Average
ernle,84,89,1,54,45 - 63,43 - 65,0.1,< start age,Significantly Below Average
ernle,84,89,2,55,46 - 64,44 - 66,0.1,< start age,Significantly Below Average
ernle,84,89,3,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,84,89,4,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,84,89,5,57,48 - 66,46 - 68,0.2,< start age,Significantly Below Average
ernle,84,89,6,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,84,89,7,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,84,89,8,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,84,89,9,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,84,89,10,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,84,89,11,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,84,89,12,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,84,89,13,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,84,89,14,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,84,89,15,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,84,89,16,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,84,89,17,65,56 - 74,54 - 76,1,< start age,Significantly Below Average
ernle,84,89,18,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,84,89,19,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,84,89,20,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,84,89,21,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,84,89,22,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,84,89,23,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,84,89,24,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,84,89,25,70,61 - 79,59 - 81,2,< start age,Well Below Average
ernle,84,89,26,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,84,89,27,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,84,89,28,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,84,89,29,73,64 - 82,62 - 84,4,< start age,Well Below Average
ernle,84,89,30,73,64 - 82,62 - 84,4,< start age,Well Below Average
ernle,84,89,31,74,65 - 83,63 - 85,4,< start age,Well Below Average
ernle,84,89,32,75,66 - 84,64 - 86,5,< start age,Well Below Average
ernle,84,89,33,75,66 - 84,64 - 86,5,5:0 to 5:3,Well Below Average
ernle,84,89,34,76,67 - 85,65 - 87,5,5:0 to 5:3,Well Below Average
ernle,84,89,35,77,68 - 86,66 - 88,6,5:0 to 5:3,Well Below Average
ernle,84,89,36,77,68 - 86,66 - 88,6,5:0 to 5:3,Well Below Average
ernle,84,89,37,78,69 - 87,67 - 89,7,5:0 to 5:3,Well Below Average
ernle,84,89,38,79,70 - 88,68 - 90,8,5:0 to 5:3,Well Below Average
ernle,84,89,39,79,70 - 88,68 - 90,8,5:0 to 5:3,Well Below Average
ernle,84,89,40,80,71 - 89,69 - 91,9,5:0 to 5:3,Below Average
ernle,84,89,41,81,72 - 90,70 - 92,10,5:4 to 5:7,Below Average
ernle,84,89,42,81,72 - 90,70 - 92,10,5:4 to 5:7,Below Average
ernle,84,89,43,82,73 - 91,71 - 93,12,5:4 to 5:7,Below Average
ernle,84,89,44,83,74 - 92,72 - 94,13,5:4 to 5:7,Below Average
ernle,84,89,45,83,74 - 92,72 - 94,13,5:8 to 5:11,Below Average
ernle,84,89,46,84,75 - 93,73 - 95,14,5:8 to 5:11,Below Average
ernle,84,89,47,85,76 - 94,74 - 96,16,5:8 to 5:11,Below Average
ernle,84,89,48,85,76 - 94,74 - 96,16,5:8 to 5:11,Below Average
ernle,84,89,49,86,77 - 95,75 - 97,18,5:8 to 5:11,Below Average
ernle,84,89,50,87,78 - 96,76 - 98,19,5:8 to 5:11,Below Average
ernle,84,89,51,88,79 - 97,77 - 99,21,6:0 to 6:5,Below Average
ernle,84,89,52,88,79 - 97,77 - 99,21,6:0 to 6:5,Below Average
ernle,84,89,53,89,80 - 98,78 - 100,23,6:0 to 6:5,Below Average
ernle,84,89,54,90,81 - 99,79 - 101,25,6:0 to 6:5,Average
ernle,84,89,55,90,81 - 99,79 - 101,25,6:0 to 6:5,Average
ernle,84,89,56,91,82 - 100,80 - 102,27,6:0 to 6:5,Average
ernle,84,89,57,92,83 - 101,81 - 103,30,6:6 to 6:11,Average
ernle,84,89,58,92,83 - 101,81 - 103,30,6:6 to 6:11,Average
ernle,84,89,59,93,84 - 102,82 - 104,32,6:6 to 6:11,Average
ernle,84,89,60,94,85 - 103,83 - 105,34,6:6 to 6:11,Average
ernle,84,89,61,94,85 - 103,83 - 105,34,6:6 to 6:11,Average
ernle,84,89,62,95,86 - 104,84 - 106,37,6:6 to 6:11,Average
ernle,84,89,63,96,87 - 105,85 - 107,39,6:6 to 6:11,Average
ernle,84,89,64,97,88 - 106,86 - 108,42,6:6 to 6:11,Average
ernle,84,89,65,97,88 - 106,86 - 108,42,6:6 to 6:11,Average
ernle,84,89,66,98,89 - 107,87 - 109,45,7:0 to 7:5,Average
ernle,84,89,67,99,90 - 108,88 - 110,47,7:0 to 7:5,Average
ernle,84,89,68,99,90 - 108,88 - 110,47,7:0 to 7:5,Average
ernle,84,89,69,100,91 - 109,89 - 111,50,7:0 to 7:5,Average
ernle,84,89,70,101,92 - 110,90 - 112,53,7:0 to 7:5,Average
ernle,84,89,71,102,93 - 111,91 - 113,55,7:0 to 7:5,Average
ernle,84,89,72,102,93 - 111,91 - 113,55,7:0 to 7:5,Average
ernle,84,89,73,103,94 - 112,92 - 114,58,7:0 to 7:5,Average
ernle,84,89,74,104,95 - 113,93 - 115,61,7:6 to 7:11,Average
ernle,84,89,75,105,96 - 114,94 - 116,63,7:6 to 7:11,Average
ernle,84,89,76,105,96 - 114,94 - 116,63,7:6 to 7:11,Average
ernle,84,89,77,106,97 - 115,95 - 117,66,7:6 to 7:11,Average
ernle,84,89,78,107,98 - 116,96 - 118,68,7:6 to 7:11,Average
ernle,84,89,79,108,99 - 117,97 - 119,70,7:6 to 7:11,Average
ernle,84,89,80,109,100 - 118,98 - 120,73,8:0 to 8:5,Average
ernle,84,89,81,109,100 - 118,98 - 120,73,8:0 to 8:5,Average
ernle,84,89,82,110,101 - 119,99 - 121,75,8:0 to 8:5,Above Average
ernle,84,89,83,111,102 - 120,100 - 122,77,8:0 to 8:5,Above Average
ernle,84,89,84,112,103 - 121,101 - 123,79,8:0 to 8:5,Above Average
ernle,84,89,85,113,104 - 122,102 - 124,81,8:0 to 8:5,Above Average
ernle,84,89,86,113,104 - 122,102 - 124,81,8:0 to 8:5,Above Average
ernle,84,89,87,114,105 - 123,103 - 125,82,8:0 to 8:5,Above Average
ernle,84,89,88,115,106 - 124,104 - 126,84,8:0 to 8:5,Above Average
ernle,84,89,89,116,107 - 125,105 - 127,86,8:6 to 9:3,Above Average
ernle,84,89,90,117,108 - 126,106 - 128,87,8:6 to 9:3,Above Average
ernle,84,89,91,118,109 - 127,107 - 129,88,8:6 to 9:3,Above Average
ernle,84,89,92,119,110 - 128,108 - 130,90,8:6 to 9:3,Above Average
ernle,84,89,93,120,111 - 129,109 - 130,91,8:6 to 9:3,Well Above Average
ernle,84,89,94,120,111 - 129,109 - 130,91,8:6 to 9:3,Well Above Average
ernle,84,89,95,121,112 - 130,110 - 130,92,8:6 to 9:3,Well Above Average
ernle,84,89,96,122,113 - 130,111 - 130,93,8:6 to 9:3,Well Above Average
ernle,84,89,97,123,114 - 130,112 - 130,94,8:6 to 9:3,Well Above Average
ernle,84,89,98,124,115 - 130,113 - 130,95,8:6 to 9:3,Well Above Average
ernle,84,89,99,125,116 - 130,114 - 130,95,8:6 to 9:3,Well Above Average
ernle,84,89,100,126,117 - 130,115 - 130,96,> stop age,Well Above Average
ernle,84,89,101,127,118 - 130,116 - 130,96,> stop age,Well Above Average
ernle,84,89,102,128,119 - 130,117 - 130,97,> stop age,Well Above Average
ernle,84,89,103,129,120 - 130,118 - 130,97,> stop age,Well Above Average
ernle,84,89,104,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,105,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,106,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,107,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,108,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,109,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,110,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,111,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,112,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,113,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,114,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,115,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,116,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,117,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,118,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,119,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,84,89,120,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,90,95,0,51,42 - 60,40 - 62,0.1,< start age,Significantly Below Average
ernle,90,95,1,51,42 - 60,40 - 62,0.1,< start age,Significantly Below Average
ernle,90,95,2,52,43 - 61,41 - 63,0.1,< start age,Significantly Below Average
ernle,90,95,3,53,44 - 62,42 - 64,0.1,< start age,Significantly Below Average
ernle,90,95,4,53,44 - 62,42 - 64,0.1,< start age,Significantly Below Average
ernle,90,95,5,54,45 - 63,43 - 65,0.1,< start age,Significantly Below Average
ernle,90,95,6,55,46 - 64,44 - 66,0.1,< start age,Significantly Below Average
ernle,90,95,7,55,46 - 64,44 - 66,0.1,< start age,Significantly Below Average
ernle,90,95,8,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,90,95,9,56,47 - 65,45 - 67,0.2,< start age,Significantly Below Average
ernle,90,95,10,57,48 - 66,46 - 68,0.2,< start age,Significantly Below Average
ernle,90,95,11,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,90,95,12,58,49 - 67,47 - 69,0.3,< start age,Significantly Below Average
ernle,90,95,13,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,90,95,14,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,90,95,15,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,90,95,16,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,90,95,17,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,90,95,18,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,90,95,19,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,90,95,20,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,90,95,21,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,90,95,22,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,90,95,23,65,56 - 74,54 - 76,1,< start age,Significantly Below Average
ernle,90,95,24,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,90,95,25,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,90,95,26,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,90,95,27,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,90,95,28,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,90,95,29,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,90,95,30,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,90,95,31,70,61 - 79,59 - 81,2,< start age,Well Below Average
ernle,90,95,32,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,90,95,33,71,62 - 80,60 - 82,3,5:0 to 5:3,Well Below Average
ernle,90,95,34,72,63 - 81,61 - 83,3,5:0 to 5:3,Well Below Average
ernle,90,95,35,72,63 - 81,61 - 83,3,5:0 to 5:3,Well Below Average
ernle,90,95,36,73,64 - 82,62 - 84,4,5:0 to 5:3,Well Below Average
ernle,90,95,37,74,65 - 83,63 - 85,4,5:0 to 5:3,Well Below Average
ernle,90,95,38,74,65 - 83,63 - 85,4,5:0 to 5:3,Well Below Average
ernle,90,95,39,75,66 - 84,64 - 86,5,5:0 to 5:3,Well Below Average
ernle,90,95,40,76,67 - 85,65 - 87,5,5:0 to 5:3,Well Below Average
ernle,90,95,41,76,67 - 85,65 - 87,5,5:4 to 5:7,Well Below Average
ernle,90,95,42,77,68 - 86,66 - 88,6,5:4 to 5:7,Well Below Average
ernle,90,95,43,77,68 - 86,66 - 88,6,5:4 to 5:7,Well Below Average
ernle,90,95,44,78,69 - 87,67 - 89,7,5:4 to 5:7,Well Below Average
ernle,90,95,45,79,70 - 88,68 - 90,8,5:8 to 5:11,Well Below Average
ernle,90,95,46,79,70 - 88,68 - 90,8,5:8 to 5:11,Well Below Average
ernle,90,95,47,80,71 - 89,69 - 91,9,5:8 to 5:11,Below Average
ernle,90,95,48,81,72 - 90,70 - 92,10,5:8 to 5:11,Below Average
ernle,90,95,49,81,72 - 90,70 - 92,10,5:8 to 5:11,Below Average
ernle,90,95,50,82,73 - 91,71 - 93,12,5:8 to 5:11,Below Average
ernle,90,95,51,83,74 - 92,72 - 94,13,6:0 to 6:5,Below Average
ernle,90,95,52,83,74 - 92,72 - 94,13,6:0 to 6:5,Below Average
ernle,90,95,53,84,75 - 93,73 - 95,14,6:0 to 6:5,Below Average
ernle,90,95,54,85,76 - 94,74 - 96,16,6:0 to 6:5,Below Average
ernle,90,95,55,85,76 - 94,74 - 96,16,6:0 to 6:5,Below Average
ernle,90,95,56,86,77 - 95,75 - 97,18,6:0 to 6:5,Below Average
ernle,90,95,57,86,77 - 95,75 - 97,18,6:6 to 6:11,Below Average
ernle,90,95,58,87,78 - 96,76 - 98,19,6:6 to 6:11,Below Average
ernle,90,95,59,88,79 - 97,77 - 99,21,6:6 to 6:11,Below Average
ernle,90,95,60,88,79 - 97,77 - 99,21,6:6 to 6:11,Below Average
ernle,90,95,61,89,80 - 98,78 - 100,23,6:6 to 6:11,Below Average
ernle,90,95,62,90,81 - 99,79 - 101,25,6:6 to 6:11,Average
ernle,90,95,63,90,81 - 99,79 - 101,25,6:6 to 6:11,Average
ernle,90,95,64,91,82 - 100,80 - 102,27,6:6 to 6:11,Average
ernle,90,95,65,92,83 - 101,81 - 103,30,6:6 to 6:11,Average
ernle,90,95,66,93,84 - 102,82 - 104,32,7:0 to 7:5,Average
ernle,90,95,67,93,84 - 102,82 - 104,32,7:0 to 7:5,Average
ernle,90,95,68,94,85 - 103,83 - 105,34,7:0 to 7:5,Average
ernle,90,95,69,95,86 - 104,84 - 106,37,7:0 to 7:5,Average
ernle,90,95,70,95,86 - 104,84 - 106,37,7:0 to 7:5,Average
ernle,90,95,71,96,87 - 105,85 - 107,39,7:0 to 7:5,Average
ernle,90,95,72,97,88 - 106,86 - 108,42,7:0 to 7:5,Average
ernle,90,95,73,97,88 - 106,86 - 108,42,7:0 to 7:5,Average
ernle,90,95,74,98,89 - 107,87 - 109,45,7:6 to 7:11,Average
ernle,90,95,75,99,90 - 108,88 - 110,47,7:6 to 7:11,Average
ernle,90,95,76,100,91 - 109,89 - 111,50,7:6 to 7:11,Average
ernle,90,95,77,100,91 - 109,89 - 111,50,7:6 to 7:11,Average
ernle,90,95,78,101,92 - 110,90 - 112,53,7:6 to 7:11,Average
ernle,90,95,79,102,93 - 111,91 - 113,55,7:6 to 7:11,Average
ernle,90,95,80,103,94 - 112,92 - 114,58,8:0 to 8:5,Average
ernle,90,95,81,103,94 - 112,92 - 114,58,8:0 to 8:5,Average
ernle,90,95,82,104,95 - 113,93 - 115,61,8:0 to 8:5,Average
ernle,90,95,83,105,96 - 114,94 - 116,63,8:0 to 8:5,Average
ernle,90,95,84,106,97 - 115,95 - 117,66,8:0 to 8:5,Average
ernle,90,95,85,107,98 - 116,96 - 118,68,8:0 to 8:5,Average
ernle,90,95,86,107,98 - 116,96 - 118,68,8:0 to 8:5,Average
ernle,90,95,87,108,99 - 117,97 - 119,70,8:0 to 8:5,Average
ernle,90,95,88,109,100 - 118,98 - 120,73,8:0 to 8:5,Average
ernle,90,95,89,110,101 - 119,99 - 121,75,8:6 to 9:3,Above Average
ernle,90,95,90,111,102 - 120,100 - 122,77,8:6 to 9:3,Above Average
ernle,90,95,91,111,102 - 120,100 - 122,77,8:6 to 9:3,Above Average
ernle,90,95,92,112,103 - 121,101 - 123,79,8:6 to 9:3,Above Average
ernle,90,95,93,113,104 - 122,102 - 124,81,8:6 to 9:3,Above Average
ernle,90,95,94,114,105 - 123,103 - 125,82,8:6 to 9:3,Above Average
ernle,90,95,95,115,106 - 124,104 - 126,84,8:6 to 9:3,Above Average
ernle,90,95,96,116,107 - 125,105 - 127,86,8:6 to 9:3,Above Average
ernle,90,95,97,117,108 - 126,106 - 128,87,8:6 to 9:3,Above Average
