norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,prob
adult,pa,351,126,121 - 130,120 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,352,127,122 - 130,121 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,353,128,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,354,128,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,355,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,356,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,357,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,358,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,359,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,360,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,361,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,362,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,363,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,364,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,365,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,366,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,367,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,368,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,369,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,370,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,371,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,372,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,373,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,374,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,375,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,376,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,377,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,378,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,379,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,380,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,381,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,382,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,383,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,384,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,385,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,386,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,387,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,388,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,389,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,pa,390,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,80,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,81,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,82,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,83,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,84,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,85,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,86,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,87,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,88,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,89,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,90,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,91,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,92,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,93,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,94,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,95,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,96,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,97,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,98,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,99,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,100,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,101,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,102,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,103,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,104,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,105,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,106,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,107,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,108,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,109,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,110,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,111,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,112,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,113,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,114,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,115,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,116,55,53 - 57,52 - 58,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,117,57,55 - 59,54 - 60,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,118,57,55 - 59,54 - 60,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,119,57,55 - 59,54 - 60,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,120,57,55 - 59,54 - 60,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,121,59,57 - 61,56 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,122,59,57 - 61,56 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,123,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,124,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,125,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,126,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,127,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,128,63,61 - 65,60 - 66,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,129,64,62 - 66,61 - 67,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,130,64,62 - 66,61 - 67,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,131,64,62 - 66,61 - 67,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,132,65,63 - 67,62 - 68,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,133,65,63 - 67,62 - 68,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,134,66,64 - 68,63 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,135,66,64 - 68,63 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,136,67,65 - 69,64 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,137,67,65 - 69,64 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,138,68,66 - 70,65 - 71,2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,139,68,66 - 70,65 - 71,2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,ran,140,70,68 - 72,67 - 73,2,Well Below Average,Very High Probability of Dyslexia
adult,ran,141,70,68 - 72,67 - 73,2,Well Below Average,Very High Probability of Dyslexia
adult,ran,142,71,69 - 73,68 - 74,3,Well Below Average,Very High Probability of Dyslexia
adult,ran,143,71,69 - 73,68 - 74,3,Well Below Average,Very High Probability of Dyslexia
adult,ran,144,72,70 - 74,69 - 75,3,Well Below Average,Very High Probability of Dyslexia
adult,ran,145,72,70 - 74,69 - 75,3,Well Below Average,Very High Probability of Dyslexia
adult,ran,146,72,70 - 74,69 - 75,3,Well Below Average,Very High Probability of Dyslexia
adult,ran,147,73,71 - 75,70 - 76,4,Well Below Average,Very High Probability of Dyslexia
adult,ran,148,74,72 - 76,71 - 77,4,Well Below Average,Very High Probability of Dyslexia
adult,ran,149,74,72 - 76,71 - 77,4,Well Below Average,Very High Probability of Dyslexia
adult,ran,150,75,73 - 77,72 - 78,5,Well Below Average,Very High Probability of Dyslexia
adult,ran,151,75,73 - 77,72 - 78,5,Well Below Average,Very High Probability of Dyslexia
adult,ran,152,76,74 - 78,73 - 79,5,Well Below Average,Very High Probability of Dyslexia
adult,ran,153,76,74 - 78,73 - 79,5,Well Below Average,Very High Probability of Dyslexia
adult,ran,154,76,74 - 78,73 - 79,5,Well Below Average,Very High Probability of Dyslexia
adult,ran,155,77,75 - 79,74 - 80,6,Well Below Average,Very High Probability of Dyslexia
adult,ran,156,78,76 - 80,75 - 81,7,Well Below Average,Very High Probability of Dyslexia
adult,ran,157,79,77 - 81,76 - 82,8,Well Below Average,Very High Probability of Dyslexia
adult,ran,158,79,77 - 81,76 - 82,8,Well Below Average,Very High Probability of Dyslexia
adult,ran,159,79,77 - 81,76 - 82,8,Well Below Average,Very High Probability of Dyslexia
adult,ran,160,80,78 - 82,77 - 83,9,Below Average,High Probability of Dyslexia
adult,ran,161,80,78 - 82,77 - 83,9,Below Average,High Probability of Dyslexia
adult,ran,162,81,79 - 83,78 - 84,10,Below Average,High Probability of Dyslexia
adult,ran,163,82,80 - 84,79 - 85,12,Below Average,High Probability of Dyslexia
adult,ran,164,82,80 - 84,79 - 85,12,Below Average,High Probability of Dyslexia
adult,ran,165,82,80 - 84,79 - 85,12,Below Average,High Probability of Dyslexia
adult,ran,166,83,81 - 85,80 - 86,13,Below Average,High Probability of Dyslexia
adult,ran,167,84,82 - 86,81 - 87,14,Below Average,High Probability of Dyslexia
adult,ran,168,84,82 - 86,81 - 87,14,Below Average,High Probability of Dyslexia
adult,ran,169,85,83 - 87,82 - 88,16,Below Average,High Probability of Dyslexia
adult,ran,170,85,83 - 87,82 - 88,16,Below Average,High Probability of Dyslexia
adult,ran,171,86,84 - 88,83 - 89,18,Below Average,High Probability of Dyslexia
adult,ran,172,86,84 - 88,83 - 89,18,Below Average,High Probability of Dyslexia
adult,ran,173,86,84 - 88,83 - 89,18,Below Average,High Probability of Dyslexia
adult,ran,174,88,86 - 90,85 - 91,21,Below Average,High Probability of Dyslexia
adult,ran,175,88,86 - 90,85 - 91,21,Below Average,High Probability of Dyslexia
adult,ran,176,89,87 - 91,86 - 92,23,Below Average,High Probability of Dyslexia
adult,ran,177,89,87 - 91,86 - 92,23,Below Average,High Probability of Dyslexia
adult,ran,178,90,88 - 92,87 - 93,25,Average,Low to Moderate Probability of Dyslexia
adult,ran,179,90,88 - 92,87 - 93,25,Average,Low to Moderate Probability of Dyslexia
adult,ran,180,91,89 - 93,88 - 94,27,Average,Low to Moderate Probability of Dyslexia
adult,ran,181,91,89 - 93,88 - 94,27,Average,Low to Moderate Probability of Dyslexia
adult,ran,182,92,90 - 94,89 - 95,30,Average,Low to Moderate Probability of Dyslexia
adult,ran,183,92,90 - 94,89 - 95,30,Average,Low to Moderate Probability of Dyslexia
adult,ran,184,93,91 - 95,90 - 96,32,Average,Low to Moderate Probability of Dyslexia
adult,ran,185,93,91 - 95,90 - 96,32,Average,Low to Moderate Probability of Dyslexia
adult,ran,186,94,92 - 96,91 - 97,34,Average,Low to Moderate Probability of Dyslexia
adult,ran,187,94,92 - 96,91 - 97,34,Average,Low to Moderate Probability of Dyslexia
adult,ran,188,95,93 - 97,92 - 98,37,Average,Low to Moderate Probability of Dyslexia
adult,ran,189,95,93 - 97,92 - 98,37,Average,Low to Moderate Probability of Dyslexia
adult,ran,190,96,94 - 98,93 - 99,39,Average,Low to Moderate Probability of Dyslexia
adult,ran,191,97,95 - 99,94 - 100,42,Average,Low to Moderate Probability of Dyslexia
adult,ran,192,97,95 - 99,94 - 100,42,Average,Low to Moderate Probability of Dyslexia
adult,ran,193,98,96 - 100,95 - 101,45,Average,Low to Moderate Probability of Dyslexia
adult,ran,194,98,96 - 100,95 - 101,45,Average,Low to Moderate Probability of Dyslexia
adult,ran,195,99,97 - 101,96 - 102,47,Average,Low to Moderate Probability of Dyslexia
adult,ran,196,99,97 - 101,96 - 102,47,Average,Low to Moderate Probability of Dyslexia
adult,ran,197,99,97 - 101,96 - 102,47,Average,Low to Moderate Probability of Dyslexia
adult,ran,198,100,98 - 102,97 - 103,50,Average,Low to Moderate Probability of Dyslexia
adult,ran,199,101,99 - 103,98 - 104,53,Average,Low to Moderate Probability of Dyslexia
adult,ran,200,101,99 - 103,98 - 104,53,Average,Low to Moderate Probability of Dyslexia
adult,ran,201,102,100 - 104,99 - 105,55,Average,Low to Moderate Probability of Dyslexia
adult,ran,202,102,100 - 104,99 - 105,55,Average,Low to Moderate Probability of Dyslexia
adult,ran,203,103,101 - 105,100 - 106,58,Average,Low to Moderate Probability of Dyslexia
adult,ran,204,103,101 - 105,100 - 106,58,Average,Low to Moderate Probability of Dyslexia
adult,ran,205,104,102 - 106,101 - 107,61,Average,Low to Moderate Probability of Dyslexia
adult,ran,206,104,102 - 106,101 - 107,61,Average,Low to Moderate Probability of Dyslexia
adult,ran,207,105,103 - 107,102 - 108,63,Average,Low to Moderate Probability of Dyslexia
adult,ran,208,106,104 - 108,103 - 109,66,Average,Low to Moderate Probability of Dyslexia
adult,ran,209,106,104 - 108,103 - 109,66,Average,Low to Moderate Probability of Dyslexia
adult,ran,210,107,105 - 109,104 - 110,68,Average,Low to Moderate Probability of Dyslexia
adult,ran,211,107,105 - 109,104 - 110,68,Average,Low to Moderate Probability of Dyslexia
adult,ran,212,108,106 - 110,105 - 111,70,Average,Low to Moderate Probability of Dyslexia
adult,ran,213,108,106 - 110,105 - 111,70,Average,Low to Moderate Probability of Dyslexia
adult,ran,214,109,107 - 111,106 - 112,73,Average,Low to Moderate Probability of Dyslexia
adult,ran,215,109,107 - 111,106 - 112,73,Average,Low to Moderate Probability of Dyslexia
adult,ran,216,110,108 - 112,107 - 113,75,Above Average,Very Low Probability of Dyslexia
adult,ran,217,110,108 - 112,107 - 113,75,Above Average,Very Low Probability of Dyslexia
adult,ran,218,111,109 - 113,108 - 114,77,Above Average,Very Low Probability of Dyslexia
adult,ran,219,111,109 - 113,108 - 114,77,Above Average,Very Low Probability of Dyslexia
adult,ran,220,112,110 - 114,109 - 115,79,Above Average,Very Low Probability of Dyslexia
adult,ran,221,112,110 - 114,109 - 115,79,Above Average,Very Low Probability of Dyslexia
adult,ran,222,113,111 - 115,110 - 116,81,Above Average,Very Low Probability of Dyslexia
adult,ran,223,113,111 - 115,110 - 116,81,Above Average,Very Low Probability of Dyslexia
adult,ran,224,114,112 - 116,111 - 117,82,Above Average,Very Low Probability of Dyslexia
adult,ran,225,115,113 - 117,112 - 118,84,Above Average,Very Low Probability of Dyslexia
adult,ran,226,115,113 - 117,112 - 118,84,Above Average,Very Low Probability of Dyslexia
adult,ran,227,116,114 - 118,113 - 119,86,Above Average,Very Low Probability of Dyslexia
adult,ran,228,116,114 - 118,113 - 119,86,Above Average,Very Low Probability of Dyslexia
adult,ran,229,117,115 - 119,114 - 120,87,Above Average,Very Low Probability of Dyslexia
adult,ran,230,117,115 - 119,114 - 120,87,Above Average,Very Low Probability of Dyslexia
adult,ran,231,118,116 - 120,115 - 121,88,Above Average,Very Low Probability of Dyslexia
adult,ran,232,118,116 - 120,115 - 121,88,Above Average,Very Low Probability of Dyslexia
adult,ran,233,119,117 - 121,116 - 122,90,Above Average,Very Low Probability of Dyslexia
adult,ran,234,119,117 - 121,116 - 122,90,Above Average,Very Low Probability of Dyslexia
adult,ran,235,120,118 - 122,117 - 123,91,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,236,120,118 - 122,117 - 123,91,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,237,121,119 - 123,118 - 124,92,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,238,121,119 - 123,118 - 124,92,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,239,122,120 - 124,119 - 125,93,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,240,123,121 - 125,120 - 126,94,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,241,123,121 - 125,120 - 126,94,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,242,124,122 - 126,121 - 127,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,243,124,122 - 126,121 - 127,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,244,124,122 - 126,121 - 127,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,245,124,122 - 126,121 - 127,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,246,126,124 - 128,123 - 129,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,247,126,124 - 128,123 - 129,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,248,126,124 - 128,123 - 129,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,249,127,125 - 129,124 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,250,128,126 - 130,125 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,251,128,126 - 130,125 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,252,128,126 - 130,125 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,253,128,126 - 130,125 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,254,130,128 - 130,127 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,255,130,128 - 130,127 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,256,130,128 - 130,127 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,257,130,128 - 130,127 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,258,130,128 - 130,127 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,259,130,128 - 130,127 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,ran,260,130,128 - 130,127 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,80,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,81,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,82,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,83,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,84,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,85,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,86,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,87,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,88,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,89,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,90,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,91,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,92,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,93,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,94,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,95,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,96,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,97,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,98,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,99,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,100,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,101,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,102,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,103,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,104,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,105,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,106,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,107,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,108,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,109,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,110,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,111,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,112,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,113,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,114,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,115,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,116,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,117,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,118,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,119,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,120,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,121,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,122,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,123,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,124,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,125,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,126,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,127,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,128,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,129,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,130,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,131,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,132,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,133,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,134,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,135,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,136,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,137,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,138,50,41 - 59,40 - 61,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,139,60,51 - 69,49 - 71,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,140,60,51 - 69,49 - 71,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,141,60,51 - 69,49 - 71,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,142,60,51 - 69,49 - 71,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,143,60,51 - 69,49 - 71,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,144,60,51 - 69,49 - 71,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,145,60,51 - 69,49 - 71,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,146,66,57 - 75,55 - 77,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,147,67,58 - 76,56 - 78,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,148,67,58 - 76,56 - 78,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,149,68,59 - 77,57 - 79,2,Significantly Below Average,Extremely High Probability of Dyslexia
