norm_group,test,age_min,age_max,raw,ss,CI90,CI95,percentile,equiv,desc_range
age,QRF,150,155,70,128,123 - 130,122 - 130,97,> stop age,Well Above Average
age,QRF,150,155,71,129,124 - 130,123 - 130,97,> stop age,Well Above Average
age,QRF,150,155,72,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,73,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,74,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,75,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,76,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,77,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,78,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,79,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,80,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,81,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,82,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,83,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,84,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,85,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,86,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,87,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,88,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,89,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,90,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,91,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,92,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,150,155,93,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,0,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
age,QRF,156,167,1,44,40 - 49,40 - 50,<.1,< Start age,Significantly Below Average
age,QRF,156,167,2,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,QRF,156,167,3,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
age,QRF,156,167,4,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
age,QRF,156,167,5,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
age,QRF,156,167,6,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
age,QRF,156,167,7,51,46 - 56,45 - 57,0.1,< Start age,Significantly Below Average
age,QRF,156,167,8,53,48 - 58,47 - 59,0.1,< Start age,Significantly Below Average
age,QRF,156,167,9,54,49 - 59,48 - 60,0.1,< Start age,Significantly Below Average
age,QRF,156,167,10,55,50 - 60,49 - 61,0.1,< Start age,Significantly Below Average
age,QRF,156,167,11,56,51 - 61,50 - 62,0.2,< Start age,Significantly Below Average
age,QRF,156,167,12,57,52 - 62,51 - 63,0.2,< Start age,Significantly Below Average
age,QRF,156,167,13,59,54 - 64,53 - 65,0.3,< Start age,Significantly Below Average
age,QRF,156,167,14,60,55 - 65,54 - 66,0.4,< Start age,Significantly Below Average
age,QRF,156,167,15,61,56 - 66,55 - 67,0.5,< Start age,Significantly Below Average
age,QRF,156,167,16,62,57 - 67,56 - 68,1,< Start age,Significantly Below Average
age,QRF,156,167,17,64,59 - 69,58 - 70,1,< Start age,Significantly Below Average
age,QRF,156,167,18,65,60 - 70,59 - 71,1,7:0 to 7:3,Significantly Below Average
age,QRF,156,167,19,66,61 - 71,60 - 72,1,7:0 to 7:3,Significantly Below Average
age,QRF,156,167,20,67,62 - 72,61 - 73,1,7:0 to 7:3,Significantly Below Average
age,QRF,156,167,21,68,63 - 73,62 - 74,2,7:0 to 7:3,Significantly Below Average
age,QRF,156,167,22,70,65 - 75,64 - 76,2,7:0 to 7:3,Well Below Average
age,QRF,156,167,23,71,66 - 76,65 - 77,3,7:4 to 7:7,Well Below Average
age,QRF,156,167,24,72,67 - 77,66 - 78,3,7:8 to 7:11,Well Below Average
age,QRF,156,167,25,73,68 - 78,67 - 79,4,7:8 to 7:11,Well Below Average
age,QRF,156,167,26,74,69 - 79,68 - 80,4,8:0 to 8:5,Well Below Average
age,QRF,156,167,27,76,71 - 81,70 - 82,5,8:0 to 8:5,Well Below Average
age,QRF,156,167,28,77,72 - 82,71 - 83,6,8:0 to 8:5,Well Below Average
age,QRF,156,167,29,78,73 - 83,72 - 84,7,8:6 to 8:11,Well Below Average
age,QRF,156,167,30,79,74 - 84,73 - 85,8,8:6 to 8:11,Well Below Average
age,QRF,156,167,31,80,75 - 85,74 - 86,9,9:0 to 9:5,Below Average
age,QRF,156,167,32,81,76 - 86,75 - 87,10,9:0 to 9:5,Below Average
age,QRF,156,167,33,83,78 - 88,77 - 89,13,9:0 to 9:5,Below Average
age,QRF,156,167,34,84,79 - 89,78 - 90,14,9:6 to 9:11,Below Average
age,QRF,156,167,35,85,80 - 90,79 - 91,16,9:6 to 9:11,Below Average
age,QRF,156,167,36,86,81 - 91,80 - 92,18,10:0 to 10:5,Below Average
age,QRF,156,167,37,87,82 - 92,81 - 93,19,10:0 to 10:5,Below Average
age,QRF,156,167,38,89,84 - 94,83 - 95,23,10:6 to 10:11,Below Average
age,QRF,156,167,39,90,85 - 95,84 - 96,25,10:6 to 10:11,Average
age,QRF,156,167,40,91,86 - 96,85 - 97,27,11:0 to 11:5,Average
age,QRF,156,167,41,92,87 - 97,86 - 98,30,11:0 to 11:5,Average
age,QRF,156,167,42,93,88 - 98,87 - 99,32,11:6 to 11:11,Average
age,QRF,156,167,43,94,89 - 99,88 - 100,34,11:6 to 11:11,Average
age,QRF,156,167,44,95,90 - 100,89 - 101,37,12:0 to 12:5,Average
age,QRF,156,167,45,97,92 - 102,91 - 103,42,12:6 to 12:11,Average
age,QRF,156,167,46,98,93 - 103,92 - 104,45,12:6 to 12:11,Average
age,QRF,156,167,47,99,94 - 104,93 - 105,47,13:0 to 13:11,Average
age,QRF,156,167,48,100,95 - 105,94 - 106,50,13:0 to 13:11,Average
age,QRF,156,167,49,101,96 - 106,95 - 107,53,14:0 to 14:11,Average
age,QRF,156,167,50,102,97 - 107,96 - 108,55,14:0 to 14:11,Average
age,QRF,156,167,51,103,98 - 108,97 - 109,58,14:0 to 14:11,Average
age,QRF,156,167,52,105,100 - 110,99 - 111,63,15:0 to 16:11,Average
age,QRF,156,167,53,106,101 - 111,100 - 112,66,15:0 to 16:11,Average
age,QRF,156,167,54,107,102 - 112,101 - 113,68,15:0 to 16:11,Average
age,QRF,156,167,55,108,103 - 113,102 - 114,70,17:0 to 18:11,Average
age,QRF,156,167,56,109,104 - 114,103 - 115,73,17:0 to 18:11,Average
age,QRF,156,167,57,110,105 - 115,104 - 116,75,17:0 to 18:11,Above Average
age,QRF,156,167,58,111,106 - 116,105 - 117,77,17:0 to 18:11,Above Average
age,QRF,156,167,59,112,107 - 117,106 - 118,79,17:0 to 18:11,Above Average
age,QRF,156,167,60,113,108 - 118,107 - 119,81,17:0 to 18:11,Above Average
age,QRF,156,167,61,114,109 - 119,108 - 120,82,17:0 to 18:11,Above Average
age,QRF,156,167,62,116,111 - 121,110 - 122,86,> stop age,Above Average
age,QRF,156,167,63,117,112 - 122,111 - 123,87,> stop age,Above Average
age,QRF,156,167,64,118,113 - 123,112 - 124,88,> stop age,Above Average
age,QRF,156,167,65,119,114 - 124,113 - 125,90,> stop age,Above Average
age,QRF,156,167,66,120,115 - 125,114 - 126,91,> stop age,Well Above Average
age,QRF,156,167,67,121,116 - 126,115 - 127,92,> stop age,Well Above Average
age,QRF,156,167,68,122,117 - 127,116 - 128,93,> stop age,Well Above Average
age,QRF,156,167,69,123,118 - 128,117 - 129,94,> stop age,Well Above Average
age,QRF,156,167,70,124,119 - 129,118 - 130,95,> stop age,Well Above Average
age,QRF,156,167,71,125,120 - 130,119 - 130,95,> stop age,Well Above Average
age,QRF,156,167,72,126,121 - 130,120 - 130,96,> stop age,Well Above Average
age,QRF,156,167,73,127,122 - 130,121 - 130,96,> stop age,Well Above Average
age,QRF,156,167,74,128,123 - 130,122 - 130,97,> stop age,Well Above Average
age,QRF,156,167,75,129,124 - 130,123 - 130,97,> stop age,Well Above Average
age,QRF,156,167,76,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,77,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,78,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,79,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,80,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,81,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,82,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,83,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,84,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,85,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,86,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,87,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,88,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,89,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,90,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,91,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,92,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,156,167,93,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,0,42,40 - 47,40 - 48,<.1,< Start age,Significantly Below Average
age,QRF,168,179,1,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
age,QRF,168,179,2,44,40 - 49,40 - 50,<.1,< Start age,Significantly Below Average
age,QRF,168,179,3,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,QRF,168,179,4,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
age,QRF,168,179,5,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
age,QRF,168,179,6,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
age,QRF,168,179,7,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
age,QRF,168,179,8,51,46 - 56,45 - 57,0.1,< Start age,Significantly Below Average
age,QRF,168,179,9,53,48 - 58,47 - 59,0.1,< Start age,Significantly Below Average
age,QRF,168,179,10,54,49 - 59,48 - 60,0.1,< Start age,Significantly Below Average
age,QRF,168,179,11,55,50 - 60,49 - 61,0.1,< Start age,Significantly Below Average
age,QRF,168,179,12,56,51 - 61,50 - 62,0.2,< Start age,Significantly Below Average
age,QRF,168,179,13,57,52 - 62,51 - 63,0.2,< Start age,Significantly Below Average
age,QRF,168,179,14,59,54 - 64,53 - 65,0.3,< Start age,Significantly Below Average
age,QRF,168,179,15,60,55 - 65,54 - 66,0.4,< Start age,Significantly Below Average
age,QRF,168,179,16,61,56 - 66,55 - 67,0.5,< Start age,Significantly Below Average
age,QRF,168,179,17,62,57 - 67,56 - 68,1,< Start age,Significantly Below Average
age,QRF,168,179,18,63,58 - 68,57 - 69,1,7:0 to 7:3,Significantly Below Average
age,QRF,168,179,19,64,59 - 69,58 - 70,1,7:0 to 7:3,Significantly Below Average
age,QRF,168,179,20,66,61 - 71,60 - 72,1,7:0 to 7:3,Significantly Below Average
age,QRF,168,179,21,67,62 - 72,61 - 73,1,7:0 to 7:3,Significantly Below Average
age,QRF,168,179,22,68,63 - 73,62 - 74,2,7:0 to 7:3,Significantly Below Average
age,QRF,168,179,23,69,64 - 74,63 - 75,2,7:4 to 7:7,Significantly Below Average
age,QRF,168,179,24,70,65 - 75,64 - 76,2,7:8 to 7:11,Well Below Average
age,QRF,168,179,25,71,66 - 76,65 - 77,3,7:8 to 7:11,Well Below Average
age,QRF,168,179,26,73,68 - 78,67 - 79,4,8:0 to 8:5,Well Below Average
age,QRF,168,179,27,74,69 - 79,68 - 80,4,8:0 to 8:5,Well Below Average
age,QRF,168,179,28,75,70 - 80,69 - 81,5,8:0 to 8:5,Well Below Average
age,QRF,168,179,29,76,71 - 81,70 - 82,5,8:6 to 8:11,Well Below Average
age,QRF,168,179,30,77,72 - 82,71 - 83,6,8:6 to 8:11,Well Below Average
age,QRF,168,179,31,78,73 - 83,72 - 84,7,9:0 to 9:5,Well Below Average
age,QRF,168,179,32,79,74 - 84,73 - 85,8,9:0 to 9:5,Well Below Average
age,QRF,168,179,33,81,76 - 86,75 - 87,10,9:0 to 9:5,Below Average
age,QRF,168,179,34,82,77 - 87,76 - 88,12,9:6 to 9:11,Below Average
age,QRF,168,179,35,83,78 - 88,77 - 89,13,9:6 to 9:11,Below Average
age,QRF,168,179,36,84,79 - 89,78 - 90,14,10:0 to 10:5,Below Average
age,QRF,168,179,37,85,80 - 90,79 - 91,16,10:0 to 10:5,Below Average
age,QRF,168,179,38,86,81 - 91,80 - 92,18,10:6 to 10:11,Below Average
age,QRF,168,179,39,87,82 - 92,81 - 93,19,10:6 to 10:11,Below Average
age,QRF,168,179,40,88,83 - 93,82 - 94,21,11:0 to 11:5,Below Average
age,QRF,168,179,41,90,85 - 95,84 - 96,25,11:0 to 11:5,Average
age,QRF,168,179,42,91,86 - 96,85 - 97,27,11:6 to 11:11,Average
age,QRF,168,179,43,92,87 - 97,86 - 98,30,11:6 to 11:11,Average
age,QRF,168,179,44,93,88 - 98,87 - 99,32,12:0 to 12:5,Average
age,QRF,168,179,45,94,89 - 99,88 - 100,34,12:6 to 12:11,Average
age,QRF,168,179,46,95,90 - 100,89 - 101,37,12:6 to 12:11,Average
age,QRF,168,179,47,96,91 - 101,90 - 102,39,13:0 to 13:11,Average
age,QRF,168,179,48,97,92 - 102,91 - 103,42,13:0 to 13:11,Average
age,QRF,168,179,49,98,93 - 103,92 - 104,45,14:0 to 14:11,Average
age,QRF,168,179,50,99,94 - 104,93 - 105,47,14:0 to 14:11,Average
age,QRF,168,179,51,101,96 - 106,95 - 107,53,14:0 to 14:11,Average
age,QRF,168,179,52,102,97 - 107,96 - 108,55,15:0 to 16:11,Average
age,QRF,168,179,53,103,98 - 108,97 - 109,58,15:0 to 16:11,Average
age,QRF,168,179,54,104,99 - 109,98 - 110,61,15:0 to 16:11,Average
age,QRF,168,179,55,105,100 - 110,99 - 111,63,17:0 to 18:11,Average
age,QRF,168,179,56,106,101 - 111,100 - 112,66,17:0 to 18:11,Average
age,QRF,168,179,57,107,102 - 112,101 - 113,68,17:0 to 18:11,Average
age,QRF,168,179,58,108,103 - 113,102 - 114,70,17:0 to 18:11,Average
age,QRF,168,179,59,109,104 - 114,103 - 115,73,17:0 to 18:11,Average
age,QRF,168,179,60,110,105 - 115,104 - 116,75,17:0 to 18:11,Above Average
age,QRF,168,179,61,111,106 - 116,105 - 117,77,17:0 to 18:11,Above Average
age,QRF,168,179,62,112,107 - 117,106 - 118,79,> stop age,Above Average
age,QRF,168,179,63,113,108 - 118,107 - 119,81,> stop age,Above Average
age,QRF,168,179,64,114,109 - 119,108 - 120,82,> stop age,Above Average
age,QRF,168,179,65,115,110 - 120,109 - 121,84,> stop age,Above Average
age,QRF,168,179,66,116,111 - 121,110 - 122,86,> stop age,Above Average
age,QRF,168,179,67,117,112 - 122,111 - 123,87,> stop age,Above Average
age,QRF,168,179,68,118,113 - 123,112 - 124,88,> stop age,Above Average
age,QRF,168,179,69,119,114 - 124,113 - 125,90,> stop age,Above Average
age,QRF,168,179,70,120,115 - 125,114 - 126,91,> stop age,Well Above Average
age,QRF,168,179,71,121,116 - 126,115 - 127,92,> stop age,Well Above Average
age,QRF,168,179,72,122,117 - 127,116 - 128,93,> stop age,Well Above Average
age,QRF,168,179,73,123,118 - 128,117 - 129,94,> stop age,Well Above Average
age,QRF,168,179,74,124,119 - 129,118 - 130,95,> stop age,Well Above Average
age,QRF,168,179,75,125,120 - 130,119 - 130,95,> stop age,Well Above Average
age,QRF,168,179,76,126,121 - 130,120 - 130,96,> stop age,Well Above Average
age,QRF,168,179,77,127,122 - 130,121 - 130,96,> stop age,Well Above Average
age,QRF,168,179,78,128,123 - 130,122 - 130,97,> stop age,Well Above Average
age,QRF,168,179,79,129,124 - 130,123 - 130,97,> stop age,Well Above Average
age,QRF,168,179,80,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,81,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,82,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,83,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,84,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,85,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,86,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,87,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,88,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,89,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,90,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,91,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,92,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,168,179,93,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,0,41,40 - 46,40 - 47,<.1,< Start age,Significantly Below Average
age,QRF,180,203,1,42,40 - 47,40 - 48,<.1,< Start age,Significantly Below Average
age,QRF,180,203,2,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
age,QRF,180,203,3,44,40 - 49,40 - 50,<.1,< Start age,Significantly Below Average
age,QRF,180,203,4,46,41 - 51,40 - 52,<.1,< Start age,Significantly Below Average
age,QRF,180,203,5,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
age,QRF,180,203,6,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
age,QRF,180,203,7,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
age,QRF,180,203,8,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
age,QRF,180,203,9,51,46 - 56,45 - 57,0.1,< Start age,Significantly Below Average
age,QRF,180,203,10,53,48 - 58,47 - 59,0.1,< Start age,Significantly Below Average
age,QRF,180,203,11,54,49 - 59,48 - 60,0.1,< Start age,Significantly Below Average
age,QRF,180,203,12,55,50 - 60,49 - 61,0.1,< Start age,Significantly Below Average
age,QRF,180,203,13,56,51 - 61,50 - 62,0.2,< Start age,Significantly Below Average
age,QRF,180,203,14,57,52 - 62,51 - 63,0.2,< Start age,Significantly Below Average
age,QRF,180,203,15,58,53 - 63,52 - 64,0.3,< Start age,Significantly Below Average
age,QRF,180,203,16,59,54 - 64,53 - 65,0.3,< Start age,Significantly Below Average
age,QRF,180,203,17,61,56 - 66,55 - 67,0.5,< Start age,Significantly Below Average
age,QRF,180,203,18,62,57 - 67,56 - 68,1,7:0 to 7:3,Significantly Below Average
age,QRF,180,203,19,63,58 - 68,57 - 69,1,7:0 to 7:3,Significantly Below Average
age,QRF,180,203,20,64,59 - 69,58 - 70,1,7:0 to 7:3,Significantly Below Average
age,QRF,180,203,21,65,60 - 70,59 - 71,1,7:0 to 7:3,Significantly Below Average
age,QRF,180,203,22,66,61 - 71,60 - 72,1,7:0 to 7:3,Significantly Below Average
age,QRF,180,203,23,67,62 - 72,61 - 73,1,7:4 to 7:7,Significantly Below Average
age,QRF,180,203,24,69,64 - 74,63 - 75,2,7:8 to 7:11,Significantly Below Average
age,QRF,180,203,25,70,65 - 75,64 - 76,2,7:8 to 7:11,Well Below Average
age,QRF,180,203,26,71,66 - 76,65 - 77,3,8:0 to 8:5,Well Below Average
age,QRF,180,203,27,72,67 - 77,66 - 78,3,8:0 to 8:5,Well Below Average
age,QRF,180,203,28,73,68 - 78,67 - 79,4,8:0 to 8:5,Well Below Average
age,QRF,180,203,29,74,69 - 79,68 - 80,4,8:6 to 8:11,Well Below Average
age,QRF,180,203,30,75,70 - 80,69 - 81,5,8:6 to 8:11,Well Below Average
age,QRF,180,203,31,76,71 - 81,70 - 82,5,9:0 to 9:5,Well Below Average
age,QRF,180,203,32,77,72 - 82,71 - 83,6,9:0 to 9:5,Well Below Average
age,QRF,180,203,33,79,74 - 84,73 - 85,8,9:0 to 9:5,Well Below Average
age,QRF,180,203,34,80,75 - 85,74 - 86,9,9:6 to 9:11,Below Average
age,QRF,180,203,35,81,76 - 86,75 - 87,10,9:6 to 9:11,Below Average
age,QRF,180,203,36,82,77 - 87,76 - 88,12,10:0 to 10:5,Below Average
age,QRF,180,203,37,83,78 - 88,77 - 89,13,10:0 to 10:5,Below Average
age,QRF,180,203,38,84,79 - 89,78 - 90,14,10:6 to 10:11,Below Average
age,QRF,180,203,39,85,80 - 90,79 - 91,16,10:6 to 10:11,Below Average
age,QRF,180,203,40,86,81 - 91,80 - 92,18,11:0 to 11:5,Below Average
age,QRF,180,203,41,87,82 - 92,81 - 93,19,11:0 to 11:5,Below Average
age,QRF,180,203,42,88,83 - 93,82 - 94,21,11:6 to 11:11,Below Average
age,QRF,180,203,43,89,84 - 94,83 - 95,23,11:6 to 11:11,Below Average
age,QRF,180,203,44,90,85 - 95,84 - 96,25,12:0 to 12:5,Average
age,QRF,180,203,45,91,86 - 96,85 - 97,27,12:6 to 12:11,Average
age,QRF,180,203,46,92,87 - 97,86 - 98,30,12:6 to 12:11,Average
age,QRF,180,203,47,93,88 - 98,87 - 99,32,13:0 to 13:11,Average
age,QRF,180,203,48,95,90 - 100,89 - 101,37,13:0 to 13:11,Average
age,QRF,180,203,49,96,91 - 101,90 - 102,39,14:0 to 14:11,Average
age,QRF,180,203,50,97,92 - 102,91 - 103,42,14:0 to 14:11,Average
age,QRF,180,203,51,98,93 - 103,92 - 104,45,14:0 to 14:11,Average
age,QRF,180,203,52,99,94 - 104,93 - 105,47,15:0 to 16:11,Average
age,QRF,180,203,53,100,95 - 105,94 - 106,50,15:0 to 16:11,Average
age,QRF,180,203,54,101,96 - 106,95 - 107,53,15:0 to 16:11,Average
age,QRF,180,203,55,102,97 - 107,96 - 108,55,17:0 to 18:11,Average
age,QRF,180,203,56,103,98 - 108,97 - 109,58,17:0 to 18:11,Average
age,QRF,180,203,57,104,99 - 109,98 - 110,61,17:0 to 18:11,Average
age,QRF,180,203,58,105,100 - 110,99 - 111,63,17:0 to 18:11,Average
age,QRF,180,203,59,106,101 - 111,100 - 112,66,17:0 to 18:11,Average
age,QRF,180,203,60,107,102 - 112,101 - 113,68,17:0 to 18:11,Average
age,QRF,180,203,61,108,103 - 113,102 - 114,70,17:0 to 18:11,Average
age,QRF,180,203,62,109,104 - 114,103 - 115,73,> stop age,Average
age,QRF,180,203,63,110,105 - 115,104 - 116,75,> stop age,Above Average
age,QRF,180,203,64,110,105 - 115,104 - 116,75,> stop age,Above Average
age,QRF,180,203,65,111,106 - 116,105 - 117,77,> stop age,Above Average
age,QRF,180,203,66,112,107 - 117,106 - 118,79,> stop age,Above Average
age,QRF,180,203,67,113,108 - 118,107 - 119,81,> stop age,Above Average
age,QRF,180,203,68,114,109 - 119,108 - 120,82,> stop age,Above Average
age,QRF,180,203,69,115,110 - 120,109 - 121,84,> stop age,Above Average
age,QRF,180,203,70,116,111 - 121,110 - 122,86,> stop age,Above Average
age,QRF,180,203,71,117,112 - 122,111 - 123,87,> stop age,Above Average
age,QRF,180,203,72,118,113 - 123,112 - 124,88,> stop age,Above Average
age,QRF,180,203,73,119,114 - 124,113 - 125,90,> stop age,Above Average
age,QRF,180,203,74,120,115 - 125,114 - 126,91,> stop age,Well Above Average
age,QRF,180,203,75,121,116 - 126,115 - 127,92,> stop age,Well Above Average
age,QRF,180,203,76,122,117 - 127,116 - 128,93,> stop age,Well Above Average
age,QRF,180,203,77,123,118 - 128,117 - 129,94,> stop age,Well Above Average
age,QRF,180,203,78,124,119 - 129,118 - 130,95,> stop age,Well Above Average
age,QRF,180,203,79,124,119 - 129,118 - 130,95,> stop age,Well Above Average
age,QRF,180,203,80,125,120 - 130,119 - 130,95,> stop age,Well Above Average
age,QRF,180,203,81,126,121 - 130,120 - 130,96,> stop age,Well Above Average
age,QRF,180,203,82,127,122 - 130,121 - 130,96,> stop age,Well Above Average
age,QRF,180,203,83,128,123 - 130,122 - 130,97,> stop age,Well Above Average
age,QRF,180,203,84,129,124 - 130,123 - 130,97,> stop age,Well Above Average
age,QRF,180,203,85,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,86,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,87,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,88,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,89,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,90,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,91,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,92,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,180,203,93,130,125 - 130,124 - 130,98,> stop age,Well Above Average
age,QRF,204,227,0,41,40 - 46,40 - 47,<.1,< Start age,Significantly Below Average
age,QRF,204,227,1,42,40 - 47,40 - 48,<.1,< Start age,Significantly Below Average
age,QRF,204,227,2,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
age,QRF,204,227,3,44,40 - 49,40 - 50,<.1,< Start age,Significantly Below Average
age,QRF,204,227,4,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,QRF,204,227,5,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
age,QRF,204,227,6,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
age,QRF,204,227,7,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
age,QRF,204,227,8,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
age,QRF,204,227,9,51,46 - 56,45 - 57,0.1,< Start age,Significantly Below Average
age,QRF,204,227,10,52,47 - 57,46 - 58,0.1,< Start age,Significantly Below Average
age,QRF,204,227,11,53,48 - 58,47 - 59,0.1,< Start age,Significantly Below Average
age,QRF,204,227,12,54,49 - 59,48 - 60,0.1,< Start age,Significantly Below Average
age,QRF,204,227,13,56,51 - 61,50 - 62,0.2,< Start age,Significantly Below Average
age,QRF,204,227,14,57,52 - 62,51 - 63,0.2,< Start age,Significantly Below Average
age,QRF,204,227,15,58,53 - 63,52 - 64,0.3,< Start age,Significantly Below Average
age,QRF,204,227,16,59,54 - 64,53 - 65,0.3,< Start age,Significantly Below Average
age,QRF,204,227,17,60,55 - 65,54 - 66,0.4,< Start age,Significantly Below Average
age,QRF,204,227,18,61,56 - 66,55 - 67,0.5,7:0 to 7:3,Significantly Below Average
age,QRF,204,227,19,62,57 - 67,56 - 68,1,7:0 to 7:3,Significantly Below Average
age,QRF,204,227,20,63,58 - 68,57 - 69,1,7:0 to 7:3,Significantly Below Average
age,QRF,204,227,21,65,60 - 70,59 - 71,1,7:0 to 7:3,Significantly Below Average
age,QRF,204,227,22,66,61 - 71,60 - 72,1,7:0 to 7:3,Significantly Below Average
age,QRF,204,227,23,67,62 - 72,61 - 73,1,7:4 to 7:7,Significantly Below Average
age,QRF,204,227,24,68,63 - 73,62 - 74,2,7:8 to 7:11,Significantly Below Average
